Time,Temp,Pressure,KE,U
0.390000,94.809356,1.188114,74.493291,-2.456820
0.400000,94.833127,1.189173,74.511969,-2.475496
0.410000,94.857570,1.190262,74.531174,-2.494700
0.420000,94.882761,1.191148,74.550967,-2.508989
0.430000,94.908718,1.192304,74.571362,-2.529382
0.440000,94.935400,1.193491,74.592326,-2.550345
0.450000,94.962937,1.194246,74.613963,-2.561034
0.460000,94.991459,1.195749,74.636373,-2.588914
0.470000,95.020879,1.197057,74.659488,-2.612028
0.480000,95.051435,1.198418,74.683497,-2.636101
0.490000,95.083262,1.199365,74.708504,-2.650209
0.500000,95.116169,1.200357,74.734360,-2.665126
0.510000,95.150177,1.201396,74.761080,-2.680863
0.520000,95.185206,1.202950,74.788603,-2.708384
0.530000,95.221370,1.205019,74.817018,-2.747644
0.540000,95.258798,1.206208,74.846426,-2.766083
0.550000,95.297433,1.207449,74.876782,-2.785472
0.560000,95.337356,1.208513,74.908149,-2.800404
0.570000,95.378603,1.209870,74.940559,-2.821899
0.580000,95.421186,1.211751,74.974017,-2.855285
0.590000,95.465039,1.213689,75.008472,-2.889738
0.600000,95.510171,1.215213,75.043934,-2.914252
0.610000,95.556622,1.217263,75.080431,-2.950747
0.620000,95.604380,1.219136,75.117955,-2.982827
0.630000,95.653548,1.221068,75.156587,-3.015993
0.640000,95.704211,1.223534,75.196394,-3.061289
0.650000,95.756354,1.225827,75.237363,-3.102256
0.660000,95.810141,1.227723,75.279624,-3.133620
0.670000,95.865736,1.230162,75.323307,-3.177281
0.680000,95.923078,1.232912,75.368362,-3.227815
0.690000,95.982236,1.234800,75.414843,-3.257914
0.700000,96.043231,1.237234,75.462768,-3.300358
0.710000,96.106039,1.239744,75.512117,-3.344253
0.720000,96.170679,1.242563,75.562905,-3.395038
0.730000,96.237177,1.245460,75.615154,-3.447282
0.740000,96.305667,1.248674,75.668968,-3.506587
0.750000,96.376289,1.251973,75.724457,-3.567516
0.760000,96.449126,1.254661,75.781686,-3.613833
0.770000,96.524249,1.258146,75.840711,-3.678350
0.780000,96.601664,1.261487,75.901537,-3.739170
0.790000,96.681529,1.263990,75.964289,-3.780063
0.800000,96.763995,1.267768,76.029083,-3.850335
0.810000,96.849067,1.271648,76.095926,-3.922624
0.820000,96.936876,1.274698,76.164920,-3.975199
0.830000,97.027540,1.278564,76.236156,-4.046443
0.840000,97.121148,1.282541,76.309705,-4.119971
0.850000,97.217723,1.286632,76.385585,-4.195844
0.860000,97.317442,1.291545,76.463937,-4.290626
0.870000,97.420418,1.295875,76.544846,-4.371529
0.880000,97.526592,1.300320,76.628269,-4.454945
0.890000,97.636077,1.304883,76.714293,-4.540962
0.900000,97.749062,1.309098,76.803067,-4.618749
0.910000,97.865862,1.313684,76.894839,-4.705059
0.920000,97.986592,1.318638,76.989699,-4.799929
0.930000,98.111206,1.323485,77.087610,-4.892393
0.940000,98.239779,1.328456,77.188632,-4.987932
0.950000,98.372440,1.334021,77.292866,-5.097626
0.960000,98.509324,1.339711,77.400418,-5.210636
0.970000,98.650553,1.345054,77.511384,-5.316134
0.980000,98.796231,1.350984,77.625846,-5.436073
0.990000,98.946448,1.357025,77.743874,-5.559541
1.000000,99.101312,1.362937,77.865553,-5.681190
1.010000,99.260870,1.368711,77.990920,-5.801101
1.020000,99.425240,1.374808,78.120068,-5.930305
1.030000,99.594490,1.381444,78.253051,-6.074252
1.040000,99.768499,1.387892,78.389772,-6.216441
1.050000,99.947211,1.394129,78.530190,-6.356861
1.060000,100.130548,1.400597,78.674241,-6.506413
1.070000,100.318303,1.406554,78.821763,-6.648472
1.080000,100.510195,1.412659,78.972536,-6.799267
1.090000,100.705927,1.418392,79.126326,-6.947604
1.100000,100.905104,1.423932,79.282822,-7.098675
1.110000,101.107219,1.429909,79.441627,-7.268442
1.120000,101.311578,1.435304,79.602196,-7.434532
1.130000,101.517283,1.440252,79.763822,-7.601708
1.140000,101.723279,1.444406,79.925676,-7.763643
1.150000,101.928292,1.447870,80.086758,-7.924819
1.160000,102.130955,1.450510,80.245993,-8.084209
1.170000,102.329722,1.452169,80.402168,-8.240476
1.180000,102.522763,1.452923,80.553844,-8.397777
1.190000,102.708100,1.452365,80.699466,-8.548993
1.200000,102.883824,1.450107,80.837536,-8.687211
1.210000,103.048110,1.446009,80.966618,-8.810946
1.220000,103.199489,1.439979,81.085558,-8.919023
1.230000,103.337097,1.432697,81.193680,-9.027187
1.240000,103.461028,1.424004,81.291054,-9.129991
1.250000,103.572790,1.413408,81.378868,-9.212218
1.260000,103.675530,1.401983,81.459592,-9.292722
1.270000,103.774371,1.389812,81.537253,-9.364613
1.280000,103.876407,1.378326,81.617424,-9.449886
1.290000,103.990260,1.367917,81.706881,-9.544345
1.300000,104.125304,1.359275,81.812987,-9.649996
1.310000,104.290647,1.353520,81.942900,-9.779573
1.320000,104.493770,1.351370,82.102497,-9.938932
1.330000,104.739341,1.353505,82.295446,-10.137298
1.340000,105.028474,1.359322,82.522623,-10.359182
1.350000,105.358558,1.369493,82.781975,-10.624403
1.360000,105.723510,1.382713,83.068724,-10.911596
1.370000,106.114875,1.398628,83.376226,-11.225074
1.380000,106.523420,1.415611,83.697227,-11.541061
1.390000,106.940211,1.433692,84.024706,-11.874395
1.400000,107.357575,1.451129,84.352636,-12.197136
1.410000,107.769627,1.468214,84.676392,-12.526542
1.420000,108.172468,1.483066,84.992911,-12.826744
1.430000,108.563718,1.496767,85.300323,-13.128733
1.440000,108.942017,1.508858,85.597559,-13.425993
1.450000,109.306785,1.518952,85.884163,-13.712628
1.460000,109.657485,1.527146,86.159714,-13.993746
1.470000,109.993128,1.532810,86.423434,-14.257607
1.480000,110.312130,1.535976,86.674079,-14.508405
1.490000,110.612418,1.536650,86.910021,-14.750010
1.500000,110.891679,1.534122,87.129440,-14.969622
1.510000,111.147727,1.528415,87.330622,-15.170973
1.520000,111.379198,1.519402,87.512492,-15.352948
1.530000,111.586039,1.507091,87.675011,-15.515490
1.540000,111.770045,1.491902,87.819587,-15.665474
1.550000,111.935061,1.473745,87.949243,-15.794959
1.560000,112.086779,1.453640,88.068451,-15.919390
1.570000,112.232078,1.431781,88.182614,-16.033327
1.580000,112.377975,1.409072,88.297248,-16.147797
1.590000,112.530186,1.386064,88.416843,-16.267375
1.600000,112.691904,1.363079,88.543907,-16.394604
1.610000,112.863187,1.340142,88.678487,-16.529548
1.620000,113.040531,1.316947,88.817830,-16.669456
1.630000,113.216862,1.292858,88.956376,-16.808782
1.640000,113.381421,1.267374,89.085673,-16.950115
1.650000,113.518980,1.238659,89.193755,-17.070462
1.660000,113.609077,1.204204,89.264546,-17.137558
1.670000,113.624755,1.163074,89.276864,-17.163076
1.680000,113.531998,1.111207,89.203983,-17.092752
1.690000,113.291693,1.046074,89.015171,-16.912216
1.700000,112.863813,0.964015,88.678979,-16.578615
1.710000,112.215179,0.862837,88.169337,-16.070771
1.720000,111.331069,0.742603,87.474677,-15.392675
1.730000,110.229113,0.604051,86.608851,-14.519226
1.740000,108.973122,0.455384,85.621998,-13.538240
1.750000,107.680212,0.306984,84.606137,-12.520155
1.760000,106.512363,0.173875,83.688539,-11.588245
1.770000,105.646990,0.073029,83.008601,-10.895332
1.780000,105.230461,0.018238,82.681327,-10.564428
1.790000,105.333286,0.015818,82.762118,-10.646578
1.800000,105.930413,0.063528,83.231291,-11.121132
1.810000,106.917812,0.151583,84.007107,-11.898499
1.820000,108.154226,0.267120,84.978578,-12.870858
1.830000,109.504213,0.397841,86.039286,-13.941425
1.840000,110.864243,0.532987,87.107884,-15.012257
1.850000,112.168586,0.666514,88.132728,-16.048701
1.860000,113.382093,0.793458,89.086200,-17.001919
1.870000,114.489271,0.912085,89.956129,-17.871199
1.880000,115.485340,1.021247,90.738757,-18.653024
1.890000,116.370814,1.120393,91.434489,-19.347938
1.900000,117.149013,1.209100,92.045932,-19.953145
1.910000,117.824819,1.287891,92.576925,-20.483360
1.920000,118.403996,1.356992,93.031994,-20.943179
1.930000,118.892803,1.416515,93.416057,-21.332043
1.940000,119.297613,1.466885,93.734123,-21.655004
1.950000,119.624724,1.508339,93.991140,-21.911501
1.960000,119.880445,1.541633,94.192064,-22.111939
1.970000,120.071258,1.567340,94.341989,-22.261390
1.980000,120.204021,1.586104,94.446303,-22.365226
1.990000,120.286239,1.598179,94.510903,-22.418360
2.000000,120.325992,1.605541,94.542137,-22.454571
2.010000,120.331709,1.608104,94.546630,-22.458572
2.020000,120.312012,1.607215,94.531153,-22.448109
2.030000,120.274978,1.603242,94.502055,-22.418630
2.040000,120.227422,1.597151,94.464690,-22.380989
2.050000,120.174435,1.589746,94.423057,-22.344649
2.060000,120.118782,1.580924,94.379329,-22.300911
2.070000,120.060804,1.571064,94.333775,-22.255466
2.080000,119.998812,1.559892,94.285067,-22.201509
2.090000,119.929625,1.547929,94.230705,-22.152852
2.100000,119.849400,1.534240,94.167672,-22.090041
2.110000,119.754816,1.518394,94.093355,-22.004919
2.120000,119.643663,1.501246,94.006020,-21.917649
2.130000,119.515557,1.482407,93.905366,-21.816930
2.140000,119.372496,1.461939,93.792960,-21.698892
2.150000,119.218794,1.441277,93.672194,-21.588766
2.160000,119.060428,1.419666,93.547763,-21.458557
2.170000,118.904121,1.398293,93.424950,-21.324484
2.180000,118.756580,1.379034,93.309024,-21.219252
2.190000,118.622968,1.361049,93.204043,-21.114190
2.200000,118.506278,1.345402,93.112358,-21.028081
2.210000,118.407104,1.331750,93.034435,-20.950337
2.220000,118.323860,1.320487,92.969029,-20.890662
2.230000,118.253809,1.310947,92.913989,-20.835882
2.240000,118.194035,1.303139,92.867024,-20.789143
2.250000,118.142252,1.296880,92.826337,-20.748647
2.260000,118.096855,1.291803,92.790667,-20.707709
2.270000,118.056188,1.287998,92.758715,-20.670582
2.280000,118.017226,1.285435,92.728102,-20.640405
2.290000,117.974578,1.283640,92.694592,-20.612949
2.300000,117.920518,1.281242,92.652117,-20.565653
2.310000,117.846905,1.278477,92.594278,-20.513825
2.320000,117.748314,1.274436,92.516813,-20.442001
2.330000,117.626108,1.269300,92.420794,-20.351070
2.340000,117.492098,1.264640,92.315500,-20.261307
2.350000,117.367819,1.261943,92.217851,-20.178732
2.360000,117.279845,1.263165,92.148729,-20.113819
2.370000,117.252436,1.270727,92.127194,-20.091570
2.380000,117.299183,1.285831,92.163923,-20.122944
2.390000,117.418193,1.308961,92.257432,-20.222735
2.400000,117.592985,1.337872,92.394768,-20.361307
2.410000,117.799141,1.370516,92.556748,-20.524413
2.420000,118.013244,1.405127,92.724973,-20.704218
2.430000,118.219208,1.438926,92.886802,-20.860650
2.440000,118.410437,1.472537,93.037054,-21.021549
2.450000,118.587614,1.504645,93.176265,-21.160337
2.460000,118.754130,1.536047,93.307099,-21.296271
2.470000,118.911602,1.566461,93.430828,-21.425384
2.480000,119.057020,1.595199,93.545085,-21.539889
2.490000,119.182404,1.621615,93.643601,-21.638858
2.500000,119.276493,1.644786,93.717529,-21.718731
2.510000,119.327267,1.663050,93.757422,-21.759046
2.520000,119.324575,1.675643,93.755308,-21.757160
2.530000,119.262201,1.682181,93.706299,-21.713589
2.540000,119.138848,1.682288,93.609379,-21.621887
2.550000,118.958128,1.676062,93.467384,-21.479412
2.560000,118.728147,1.664272,93.286684,-21.292598
2.570000,118.460437,1.648489,93.076340,-21.081498
2.580000,118.168139,1.629761,92.846676,-20.851119
2.590000,117.864477,1.609627,92.608084,-20.617373
2.600000,117.561178,1.588794,92.369777,-20.378601
2.610000,117.266884,1.568405,92.138545,-20.147140
2.620000,116.986470,1.548794,91.918219,-19.921323
2.630000,116.721235,1.530675,91.709820,-19.713038
2.640000,116.469914,1.514052,91.512353,-19.521229
2.650000,116.230147,1.498354,91.323964,-19.332975
2.660000,116.000106,1.483752,91.143217,-19.152255
2.670000,115.779969,1.471047,90.970251,-18.995559
2.680000,115.572342,1.458901,90.807115,-18.826668
2.690000,115.381942,1.448971,90.657515,-18.676742
2.700000,115.214848,1.441611,90.526226,-18.545124
2.710000,115.077096,1.437384,90.417992,-18.436643
2.720000,114.973184,1.436925,90.336347,-18.360343
2.730000,114.904513,1.440113,90.282391,-18.311987
2.740000,114.868785,1.446242,90.254319,-18.278872
2.750000,114.859970,1.455654,90.247393,-18.277854
2.760000,114.869185,1.466804,90.254633,-18.285578
2.770000,114.886795,1.478753,90.268470,-18.294336
2.780000,114.903757,1.491084,90.281797,-18.307975
2.790000,114.913271,1.502641,90.289272,-18.310138
2.800000,114.911884,1.513498,90.288183,-18.308988
2.810000,114.899577,1.523105,90.278513,-18.293640
2.820000,114.879300,1.532114,90.262581,-18.277415
2.830000,114.855537,1.540612,90.243910,-18.258471
2.840000,114.832545,1.548901,90.225844,-18.240257
2.850000,114.812577,1.557335,90.210156,-18.230075
2.860000,114.794172,1.565007,90.195694,-18.210497
2.870000,114.771134,1.572001,90.177593,-18.193023
2.880000,114.732487,1.577047,90.147227,-18.163552
2.890000,114.662965,1.578749,90.092603,-18.110034
2.900000,114.544249,1.575474,89.999325,-18.017983
2.910000,114.356948,1.565540,89.852160,-17.872025
2.920000,114.083511,1.547255,89.637316,-17.652690
2.930000,113.712328,1.520460,89.345671,-17.367004
2.940000,113.243057,1.484891,88.976957,-17.003374
2.950000,112.692925,1.442135,88.544709,-16.569519
2.960000,112.102198,1.396084,88.080566,-16.096987
2.970000,111.534929,1.353202,87.634853,-15.647338
2.980000,111.070946,1.320852,87.270294,-15.284260
2.990000,110.787814,1.305900,87.047832,-15.064564
3.000000,110.737431,1.312597,87.008245,-15.019046
3.010000,110.928160,1.342615,87.158104,-15.176274
3.020000,111.322248,1.392004,87.467746,-15.494888
3.030000,111.850171,1.454118,87.882544,-15.913481
3.040000,112.433787,1.522170,88.341101,-16.380553
3.050000,113.006262,1.589144,88.790904,-16.826728
3.060000,113.522240,1.650846,89.196316,-17.221840
3.070000,113.958709,1.705078,89.539257,-17.553609
3.080000,114.310253,1.751475,89.815471,-17.829029
3.090000,114.582800,1.789801,90.029616,-18.042164
3.100000,114.788268,1.820641,90.191055,-18.197163
3.110000,114.940389,1.845503,90.310579,-18.315751
3.120000,115.052415,1.865448,90.398600,-18.408449
3.130000,115.136132,1.880969,90.464378,-18.473575
3.140000,115.201519,1.893133,90.515754,-18.524556
3.150000,115.256440,1.902593,90.558906,-18.567315
3.160000,115.306802,1.909863,90.598476,-18.606596
3.170000,115.357120,1.915321,90.638012,-18.645929
3.180000,115.410774,1.919699,90.680169,-18.698823
3.190000,115.469760,1.922448,90.726515,-18.750579
3.200000,115.534814,1.923834,90.777629,-18.807186
3.210000,115.605769,1.923793,90.833380,-18.868488
3.220000,115.681257,1.921913,90.892692,-18.927993
3.230000,115.758562,1.917652,90.953432,-18.978102
3.240000,115.833149,1.911705,91.012036,-19.042593
3.250000,115.898220,1.902461,91.063163,-19.094334
3.260000,115.944102,1.889222,91.099213,-19.131250
3.270000,115.957245,1.870489,91.109540,-19.137296
3.280000,115.919055,1.844819,91.079534,-19.103518
3.290000,115.804567,1.810713,90.989579,-19.026673
3.300000,115.581322,1.764465,90.814171,-18.859482
3.310000,115.209565,1.703016,90.522076,-18.576044
3.320000,114.645576,1.622882,90.078940,-18.141699
3.330000,113.850723,1.520957,89.454411,-17.519640
3.340000,112.809834,1.396836,88.636567,-16.701872
3.350000,111.559578,1.254545,87.654220,-15.715337
3.360000,110.218212,1.105336,86.600286,-14.652053
3.370000,108.992922,0.968299,85.637556,-13.676844
3.380000,108.134070,0.866536,84.962741,-12.997430
3.390000,107.833726,0.817149,84.726756,-12.759732
3.400000,108.125734,0.823625,84.956192,-12.996878
3.410000,108.867808,0.873497,85.539251,-13.597753
3.420000,109.821761,0.944423,86.288788,-14.346990
3.430000,110.763887,1.017634,87.029032,-15.098396
3.440000,111.552646,1.079232,87.648773,-15.718960
3.450000,112.136483,1.124411,88.107503,-16.175426
3.460000,112.527018,1.153746,88.414354,-16.478754
3.470000,112.767196,1.170437,88.603066,-16.658510
3.480000,112.907306,1.179164,88.713153,-16.765742
3.490000,112.991297,1.183708,88.779145,-16.835085
3.500000,113.051729,1.186225,88.826628,-16.875766
3.510000,113.108894,1.189478,88.871544,-16.925460
3.520000,113.172618,1.193691,88.921612,-16.975286
3.530000,113.245793,1.199879,88.979107,-17.043746
3.540000,113.327495,1.207068,89.043302,-17.107987
3.550000,113.416025,1.215623,89.112861,-17.177519
3.560000,113.511580,1.225584,89.187940,-17.252474
3.570000,113.617094,1.237216,89.270844,-17.335028
3.580000,113.738489,1.251051,89.366227,-17.429925
3.590000,113.884480,1.267123,89.480934,-17.527642
3.600000,114.064763,1.287877,89.622585,-17.674201
3.610000,114.287751,1.313049,89.797791,-17.854496
3.620000,114.558721,1.342778,90.010696,-18.067286
3.630000,114.878668,1.377480,90.262085,-18.324264
3.640000,115.243625,1.416629,90.548837,-18.622350
3.650000,115.644672,1.458760,90.863946,-18.943501
3.660000,116.069022,1.502512,91.197365,-19.277638
3.670000,116.501668,1.546774,91.537302,-19.623773
3.680000,116.927157,1.590147,91.871616,-19.975185
3.690000,117.330611,1.629885,92.188617,-20.292800
3.700000,117.698762,1.665280,92.477879,-20.582566
3.710000,118.020803,1.694917,92.730912,-20.830529
3.720000,118.288284,1.718324,92.941077,-21.040990
3.730000,118.494783,1.734550,93.103326,-21.203455
3.740000,118.635944,1.742868,93.214239,-21.309027
3.750000,118.709189,1.743463,93.271789,-21.366656
3.760000,118.713613,1.736016,93.275265,-21.370136
3.770000,118.650404,1.720443,93.225601,-21.314914
3.780000,118.523035,1.697843,93.125525,-21.220096
3.790000,118.337633,1.668428,92.979851,-21.079603
3.800000,118.103084,1.632681,92.795561,-20.889357
3.810000,117.830793,1.592295,92.581618,-20.669423
3.820000,117.534064,1.548906,92.348474,-20.435762
3.830000,117.226503,1.503727,92.106818,-20.193626
3.840000,116.920220,1.458086,91.866166,-19.952680
3.850000,116.624080,1.413015,91.633484,-19.719975
3.860000,116.342146,1.368878,91.411964,-19.493274
3.870000,116.072987,1.326015,91.200481,-19.276918
3.880000,115.810307,1.284327,90.994088,-19.071232
3.890000,115.544754,1.242983,90.785440,-18.863320
3.900000,115.266773,1.201370,90.567025,-18.645485
3.910000,114.969925,1.159385,90.333787,-18.418004
3.920000,114.653583,1.116736,90.085231,-18.169313
3.930000,114.323910,1.074222,89.826202,-17.904385
3.940000,113.993031,1.033649,89.566225,-17.643716
3.950000,113.676769,0.996445,89.317732,-17.394523
3.960000,113.390717,0.964482,89.092976,-17.174737
3.970000,113.146936,0.938600,88.901433,-16.982846
3.980000,112.953516,0.919733,88.749460,-16.825132
3.990000,112.816542,0.908832,88.641837,-16.711632
4.000000,112.743322,0.907146,88.584307,-16.658935
4.010000,112.744766,0.914544,88.585442,-16.648235
4.020000,112.834645,0.933434,88.656062,-16.717943
4.030000,113.025931,0.964187,88.806358,-16.862113
4.040000,113.324779,1.007680,89.041167,-17.096922
4.050000,113.726196,1.063486,89.356568,-17.424001
4.060000,114.213235,1.129094,89.739242,-17.813317
4.070000,114.759276,1.201557,90.168276,-18.238278
4.080000,115.333179,1.278422,90.619201,-18.690526
4.090000,115.904773,1.356346,91.068312,-19.140651
4.100000,116.448694,1.432413,91.495680,-19.563216
4.110000,116.946498,1.504563,91.886813,-19.943779
4.120000,117.386912,1.571858,92.232853,-20.284350
4.130000,117.764897,1.633028,92.529842,-20.570165
4.140000,118.080384,1.688452,92.777726,-20.817647
4.150000,118.336749,1.737455,92.979156,-21.013128
4.160000,118.539604,1.781010,93.138542,-21.177496
4.170000,118.695725,1.818587,93.261210,-21.294219
4.180000,118.812188,1.851363,93.352717,-21.385300
4.190000,118.895770,1.880050,93.418389,-21.461475
4.200000,118.952544,1.904159,93.462997,-21.505726
4.210000,118.987736,1.924551,93.490647,-21.533090
4.220000,119.005707,1.941546,93.504768,-21.546997
4.230000,119.009767,1.955617,93.507957,-21.555506
4.240000,119.002036,1.966201,93.501883,-21.543922
4.250000,118.983367,1.974268,93.487214,-21.534731
4.260000,118.953371,1.979276,93.463646,-21.516727
4.270000,118.910195,1.981031,93.429722,-21.488481
4.280000,118.850443,1.978743,93.382774,-21.436406
4.290000,118.769211,1.972899,93.318949,-21.378475
4.300000,118.659895,1.961980,93.233058,-21.287661
4.310000,118.514299,1.945754,93.118660,-21.168399
4.320000,118.322975,1.923443,92.968334,-21.013417
4.330000,118.075629,1.894923,92.773990,-20.830758
4.340000,117.762076,1.858045,92.527626,-20.579622
4.350000,117.374484,1.813262,92.223089,-20.275591
4.360000,116.910123,1.760358,91.858232,-19.910824
4.370000,116.374627,1.700154,91.437484,-19.489568
4.380000,115.785368,1.634547,90.974493,-19.025354
4.390000,115.172961,1.566637,90.493315,-18.542299
4.400000,114.579548,1.500782,90.027061,-18.079288
4.410000,114.052100,1.440586,89.612636,-17.651922
4.420000,113.632045,1.391480,89.282592,-17.326198
4.430000,113.344870,1.354841,89.056954,-17.095024
4.440000,113.194279,1.331928,88.938632,-16.977660
4.450000,113.164344,1.321238,88.915111,-16.955597
4.460000,113.228528,1.320237,88.965542,-17.001829
4.470000,113.359948,1.327020,89.068801,-17.105925
4.480000,113.539068,1.339337,89.209538,-17.241442
4.490000,113.756012,1.356676,89.379995,-17.411783
4.500000,114.007146,1.378337,89.577315,-17.608936
4.510000,114.289960,1.403923,89.799527,-17.831181
4.520000,114.598751,1.432735,90.042149,-18.074127
4.530000,114.923038,1.463876,90.296947,-18.334979
4.540000,115.248655,1.495405,90.552789,-18.591457
4.550000,115.560008,1.525980,90.797425,-18.836650
4.560000,115.843010,1.554175,91.019784,-19.059379
4.570000,116.087514,1.578691,91.211895,-19.246143
4.580000,116.288133,1.599616,91.369524,-19.409122
4.590000,116.444301,1.616328,91.492228,-19.536975
4.600000,116.559917,1.629097,91.583070,-19.632788
4.610000,116.642439,1.638307,91.647909,-19.697031
4.620000,116.701722,1.645285,91.694488,-19.748403
4.630000,116.749046,1.651035,91.731672,-19.795882
4.640000,116.795737,1.655631,91.768357,-19.826476
4.650000,116.851899,1.660920,91.812485,-19.870008
4.660000,116.925231,1.667611,91.870103,-19.932802
4.670000,117.020235,1.675879,91.944749,-20.012806
4.680000,117.138246,1.685605,92.037473,-20.105568
4.690000,117.277637,1.696389,92.146994,-20.204298
4.700000,117.434499,1.708314,92.270243,-20.316802
4.710000,117.603426,1.721324,92.402972,-20.449756
4.720000,117.778445,1.734137,92.540488,-20.582021
4.730000,117.954013,1.746903,92.678434,-20.725594
4.740000,118.125587,1.758691,92.813242,-20.866043
4.750000,118.289786,1.768905,92.942257,-20.995138
4.760000,118.444554,1.778008,93.063860,-21.127656
4.770000,118.588806,1.784922,93.177201,-21.240960
4.780000,118.722219,1.790054,93.282027,-21.345725
4.790000,118.845170,1.793406,93.378631,-21.442262
4.800000,118.958371,1.795483,93.467575,-21.542108
4.810000,119.062637,1.795397,93.549499,-21.623980
4.820000,119.158554,1.793893,93.624862,-21.704789
4.830000,119.246537,1.790523,93.693992,-21.773857
4.840000,119.326386,1.785518,93.756731,-21.836633
4.850000,119.397449,1.778597,93.812566,-21.887100
4.860000,119.458920,1.770400,93.860865,-21.940915
4.870000,119.509557,1.760144,93.900651,-21.980806
4.880000,119.548115,1.748215,93.930947,-22.016662
4.890000,119.573557,1.734088,93.950937,-22.036739
4.900000,119.585281,1.717756,93.960148,-22.040536
4.910000,119.583606,1.699531,93.958833,-22.033704
4.920000,119.570209,1.680326,93.948306,-22.033992
4.930000,119.548387,1.659566,93.931161,-22.022122
4.940000,119.523463,1.637789,93.911577,-22.002285
4.950000,119.502709,1.615458,93.895270,-21.974635
4.960000,119.494508,1.594315,93.888827,-21.967840
4.970000,119.507264,1.574899,93.898849,-21.983055
4.980000,119.547514,1.557331,93.930474,-22.014661
4.990000,119.617664,1.542276,93.985592,-22.075603
5.000000,119.713718,1.528867,94.061063,-22.151872
5.010000,119.823564,1.515971,94.147371,-22.233984
5.020000,119.926421,1.502383,94.228188,-22.322128
5.030000,119.992733,1.484495,94.280290,-22.371048
5.040000,119.985560,1.459279,94.274654,-22.357113
5.050000,119.863312,1.423612,94.178602,-22.258421
5.060000,119.583834,1.373733,93.959012,-22.035963
5.070000,119.110601,1.307483,93.587184,-21.677088
5.080000,118.422181,1.222339,93.046281,-21.136868
5.090000,117.525503,1.120321,92.341747,-20.436296
5.100000,116.469632,1.006140,91.512131,-19.602443
5.110000,115.353804,0.889501,90.635407,-18.713503
5.120000,114.319762,0.784358,89.822943,-17.893379
5.130000,113.521048,0.704954,89.195380,-17.259687
5.140000,113.077451,0.662858,88.846838,-16.914295
5.150000,113.036941,0.661836,88.815009,-16.873367
5.160000,113.367696,0.700154,89.074888,-17.132270
5.170000,113.982845,0.769973,89.558222,-17.620687
5.180000,114.777642,0.861136,90.182706,-18.243924
5.190000,115.657565,0.965113,90.874077,-18.938181
5.200000,116.549829,1.074417,91.575144,-19.640975
5.210000,117.403108,1.183831,92.245579,-20.317740
5.220000,118.183299,1.288465,92.858588,-20.920056
5.230000,118.869257,1.386744,93.397557,-21.458836
5.240000,119.450228,1.476466,93.854035,-21.914769
5.250000,119.924123,1.556770,94.226383,-22.286320
5.260000,120.295373,1.627489,94.518080,-22.577084
5.270000,120.572629,1.689179,94.735925,-22.799438
5.280000,120.766588,1.741985,94.888321,-22.950901
5.290000,120.888571,1.787137,94.984166,-23.051391
5.300000,120.949458,1.824720,95.032005,-23.093098
5.310000,120.958675,1.856165,95.039247,-23.099755
5.320000,120.924015,1.882108,95.012015,-23.077552
5.330000,120.851689,1.902609,94.955186,-23.020374
5.340000,120.746329,1.918330,94.872403,-22.937337
5.350000,120.611356,1.929612,94.766353,-22.831107
5.360000,120.449315,1.936969,94.639034,-22.709141
