Time,Temp,Pressure,KE,U
1.390000,102.007184,1.254835,157.753085,-15.755555
1.400000,102.300787,1.276047,158.207139,-16.210385
1.410000,102.614904,1.299568,158.692918,-16.702233
1.420000,102.941048,1.324297,159.197296,-17.207052
1.430000,103.272509,1.349879,159.709898,-17.730863
1.440000,103.604402,1.375391,160.223167,-18.249698
1.450000,103.933133,1.400626,160.731545,-18.769064
1.460000,104.255799,1.424842,161.230546,-19.268136
1.470000,104.569901,1.447816,161.716301,-19.748502
1.480000,104.873277,1.469118,162.185469,-20.201289
1.490000,105.164022,1.489078,162.635103,-20.650961
1.500000,105.440609,1.507227,163.062843,-21.084170
1.510000,105.702005,1.523148,163.467089,-21.488371
1.520000,105.947562,1.536837,163.846841,-21.868082
1.530000,106.177036,1.548333,164.201718,-22.228334
1.540000,106.390426,1.557352,164.531725,-22.558296
1.550000,106.587851,1.564113,164.837040,-22.869028
1.560000,106.769499,1.568374,165.117958,-23.149887
1.570000,106.935520,1.570149,165.374708,-23.401143
1.580000,107.086213,1.569707,165.607752,-23.634128
1.590000,107.222022,1.567110,165.817780,-23.849680
1.600000,107.343388,1.562192,166.005471,-24.037321
1.610000,107.451137,1.555199,166.172103,-24.203843
1.620000,107.546800,1.546566,166.320046,-24.362559
1.630000,107.632722,1.536446,166.452923,-24.511560
1.640000,107.712055,1.524595,166.575611,-24.628445
1.650000,107.788841,1.511935,166.694359,-24.741273
1.660000,107.868009,1.499228,166.816792,-24.868688
1.670000,107.955006,1.486798,166.951332,-25.008210
1.680000,108.055328,1.475085,167.106479,-25.162937
1.690000,108.173889,1.464825,167.289833,-25.351457
1.700000,108.314159,1.456370,167.506759,-25.579261
1.710000,108.477271,1.449376,167.759009,-25.826399
1.720000,108.661494,1.444419,168.043908,-26.122873
1.730000,108.861953,1.440589,168.353916,-26.439343
1.740000,109.070770,1.437176,168.676850,-26.763541
1.750000,109.277756,1.433503,168.996952,-27.090513
1.760000,109.471695,1.428088,169.296876,-27.380863
1.770000,109.642119,1.420726,169.560435,-27.650973
1.780000,109.781374,1.410282,169.775791,-27.866932
1.790000,109.886767,1.397278,169.938781,-28.057183
1.800000,109.961877,1.380902,170.054938,-28.172575
1.810000,110.016711,1.362739,170.139738,-28.256019
1.820000,110.066403,1.344237,170.216586,-28.331246
1.830000,110.127682,1.327112,170.311354,-28.430258
1.840000,110.214168,1.312314,170.445103,-28.557983
1.850000,110.332594,1.300891,170.628248,-28.741445
1.860000,110.481263,1.292639,170.858163,-28.972421
1.870000,110.651518,1.287074,171.121460,-29.248065
1.880000,110.831441,1.282684,171.399709,-29.527570
1.890000,111.009965,1.278861,171.675795,-29.809914
1.900000,111.179978,1.274861,171.938719,-30.078550
1.910000,111.339494,1.270390,172.185408,-30.324978
1.920000,111.491167,1.265566,172.419969,-30.547990
1.930000,111.640673,1.261374,172.651179,-30.778525
1.940000,111.794794,1.258298,172.889525,-31.021722
1.950000,111.959953,1.256662,173.144942,-31.276575
1.960000,112.141309,1.257518,173.425407,-31.578636
1.970000,112.342374,1.260194,173.736353,-31.889401
1.980000,112.565077,1.265069,174.080761,-32.222801
1.990000,112.809947,1.272500,174.459450,-32.596084
2.000000,113.076061,1.282330,174.870991,-33.007829
2.010000,113.360679,1.294109,175.311150,-33.448400
2.020000,113.659152,1.307198,175.772736,-33.905068
2.030000,113.964882,1.321373,176.245545,-34.389661
2.040000,114.269189,1.335138,176.716153,-34.861311
2.050000,114.561800,1.347935,177.168673,-35.325978
2.060000,114.831327,1.358154,177.585494,-35.744105
2.070000,115.065915,1.365118,177.948281,-36.119185
2.080000,115.254332,1.367390,178.239666,-36.417164
2.090000,115.387451,1.364233,178.445534,-36.629265
2.100000,115.459822,1.354796,178.557454,-36.730585
2.110000,115.470803,1.339776,178.574436,-36.752869
2.120000,115.424934,1.319174,178.503501,-36.681393
2.130000,115.330919,1.294002,178.358108,-36.535295
2.140000,115.199345,1.265358,178.154630,-36.331236
2.150000,115.040122,1.234427,177.908392,-36.090208
2.160000,114.860871,1.201737,177.631183,-35.807403
2.170000,114.667632,1.168657,177.332340,-35.519333
2.180000,114.467809,1.135479,177.023316,-35.209557
2.190000,114.273339,1.103620,176.722571,-34.901850
2.200000,114.102079,1.075257,176.457718,-34.640462
2.210000,113.976013,1.052179,176.262758,-34.443485
2.220000,113.916046,1.036406,176.170020,-34.343916
2.230000,113.936202,1.029538,176.201191,-34.374788
2.240000,114.040336,1.031723,176.362233,-34.531101
2.250000,114.221908,1.042960,176.643033,-34.829715
2.260000,114.466881,1.061449,177.021882,-35.226620
2.270000,114.757936,1.085169,177.471994,-35.678324
2.280000,115.077962,1.112796,177.966912,-36.174577
2.290000,115.411754,1.142900,178.483118,-36.697365
2.300000,115.745786,1.173705,178.999695,-37.209474
2.310000,116.067249,1.204094,179.496833,-37.702257
2.320000,116.363370,1.232722,179.954782,-38.155772
2.330000,116.622002,1.258437,180.354754,-38.556576
2.340000,116.833080,1.280063,180.681184,-38.883463
2.350000,116.990235,1.296910,180.924223,-39.126500
2.360000,117.091720,1.308859,181.081168,-39.288554
2.370000,117.140063,1.315847,181.155930,-39.362694
2.380000,117.140937,1.318499,181.157283,-39.363111
2.390000,117.102810,1.317490,181.098320,-39.297435
2.400000,117.037626,1.314302,180.997512,-39.200431
2.410000,116.961303,1.309949,180.879479,-39.074905
2.420000,116.893260,1.306235,180.774251,-38.951102
2.430000,116.853610,1.305620,180.712933,-38.887891
2.440000,116.858663,1.309372,180.720747,-38.900181
2.450000,116.916478,1.318107,180.810158,-38.995165
2.460000,117.024055,1.331664,180.976525,-39.173666
2.470000,117.167988,1.348568,181.199116,-39.403583
2.480000,117.328280,1.366979,181.447005,-39.653434
2.490000,117.484085,1.385205,181.687957,-39.901341
2.500000,117.618857,1.401695,181.896381,-40.121294
2.510000,117.723553,1.415109,182.058291,-40.277439
2.520000,117.798107,1.425759,182.173588,-40.386196
2.530000,117.850538,1.434564,182.254673,-40.471036
2.540000,117.894326,1.442356,182.322390,-40.536884
2.550000,117.945226,1.450408,182.401106,-40.602958
2.560000,118.017743,1.460483,182.513254,-40.713858
2.570000,118.121895,1.473100,182.674324,-40.868912
2.580000,118.261188,1.488898,182.889739,-41.090067
2.590000,118.431875,1.507368,183.153705,-41.365977
2.600000,118.623539,1.527146,183.450111,-41.663847
2.610000,118.821047,1.547039,183.755555,-41.971014
2.620000,119.007273,1.565777,184.043552,-42.277144
2.630000,119.165333,1.581156,184.287991,-42.528483
2.640000,119.280457,1.592028,184.466028,-42.713004
2.650000,119.341627,1.597244,184.560628,-42.808253
2.660000,119.342408,1.596332,184.561834,-42.809604
2.670000,119.281381,1.589189,184.467457,-42.714866
2.680000,119.162585,1.576588,184.283741,-42.546705
2.690000,118.995321,1.558482,184.025068,-42.275715
2.700000,118.793576,1.536844,183.713072,-41.951013
2.710000,118.575199,1.513642,183.375354,-41.611351
2.720000,118.360024,1.490780,183.042587,-41.287600
2.730000,118.166895,1.469588,182.743916,-40.987459
2.740000,118.010400,1.451718,182.501897,-40.744805
2.750000,117.898120,1.438039,182.328257,-40.576709
2.760000,117.828933,1.428152,182.221261,-40.465291
2.770000,117.793484,1.421736,182.166439,-40.417660
2.780000,117.776700,1.417093,182.140483,-40.393668
2.790000,117.761060,1.412665,182.116296,-40.365804
2.800000,117.730329,1.407254,182.068770,-40.319601
2.810000,117.672949,1.399609,181.980034,-40.225982
2.820000,117.584184,1.389591,181.842759,-40.088511
2.830000,117.467171,1.377430,181.661799,-39.906552
2.840000,117.332883,1.364192,181.454124,-39.697214
2.850000,117.198726,1.351527,181.246652,-39.487712
2.860000,117.085882,1.341539,181.072141,-39.316565
2.870000,117.015679,1.336215,180.963571,-39.217216
2.880000,117.005477,1.336793,180.947794,-39.200467
2.890000,117.064537,1.344485,181.039129,-39.297424
2.900000,117.191523,1.359144,181.235513,-39.506004
2.910000,117.374371,1.379262,181.518286,-39.790905
2.920000,117.592637,1.403024,181.855831,-40.125385
2.930000,117.822535,1.428410,182.211367,-40.482999
2.940000,118.042456,1.453215,182.551473,-40.824497
2.950000,118.237051,1.476144,182.852412,-41.136843
2.960000,118.399066,1.496029,183.102966,-41.392590
2.970000,118.528159,1.512689,183.302607,-41.591646
2.980000,118.627693,1.526411,183.456536,-41.745095
2.990000,118.700743,1.537355,183.569507,-41.858163
3.000000,118.746100,1.545324,183.639650,-41.929268
3.010000,118.755845,1.549550,183.654721,-41.946208
3.020000,118.715254,1.549057,183.591948,-41.902422
3.030000,118.605191,1.541556,183.421736,-41.740254
3.040000,118.407577,1.525516,183.116127,-41.431027
3.050000,118.113365,1.500735,182.661133,-40.981675
3.060000,117.730649,1.467622,182.069266,-40.382228
3.070000,117.289077,1.429261,181.386378,-39.689712
3.080000,116.835753,1.390327,180.685318,-38.989472
3.090000,116.420829,1.355065,180.043642,-38.339367
3.100000,116.079293,1.327313,179.515460,-37.816461
3.110000,115.821665,1.307716,179.117041,-37.414174
3.120000,115.641523,1.296182,178.838453,-37.136777
3.130000,115.533996,1.291984,178.672163,-36.958555
3.140000,115.509730,1.296447,178.634636,-36.912629
3.150000,115.592820,1.311788,178.763134,-37.043661
3.160000,115.804436,1.339528,179.090397,-37.375606
3.170000,116.144750,1.379591,179.616689,-37.915049
3.180000,116.584918,1.428654,180.297405,-38.594963
3.190000,117.072946,1.482597,181.052134,-39.371522
3.200000,117.547984,1.534824,181.786776,-40.110890
3.210000,117.955511,1.580153,182.417013,-40.727680
3.220000,118.257199,1.615601,182.883570,-41.195307
3.230000,118.433567,1.638969,183.156321,-41.473059
3.240000,118.482117,1.649643,183.231403,-41.546495
3.250000,118.413087,1.648599,183.124649,-41.437389
3.260000,118.245435,1.637680,182.865377,-41.180872
3.270000,118.003958,1.618959,182.491935,-40.804408
3.280000,117.717099,1.595264,182.048311,-40.357654
3.290000,117.415854,1.569446,181.582439,-39.883098
3.300000,117.132696,1.544971,181.144537,-39.447627
3.310000,116.898747,1.524327,180.782737,-39.077837
3.320000,116.739313,1.510300,180.536175,-38.829908
3.330000,116.668646,1.504398,180.426889,-38.731771
3.340000,116.685627,1.506349,180.453149,-38.770831
3.350000,116.773026,1.514628,180.588312,-38.919991
3.360000,116.901595,1.526241,180.787142,-39.116844
3.370000,117.037525,1.538837,180.997357,-39.341071
3.380000,117.150618,1.549652,181.172253,-39.545290
3.390000,117.219844,1.555915,181.279311,-39.658524
3.400000,117.235866,1.557125,181.304088,-39.682919
3.410000,117.200718,1.553456,181.249732,-39.621838
3.420000,117.125176,1.545651,181.132908,-39.481481
3.430000,117.024966,1.536005,180.977934,-39.324772
3.440000,116.916972,1.525617,180.810922,-39.156180
3.450000,116.816272,1.515802,180.655190,-38.993930
3.460000,116.733817,1.507862,180.527675,-38.865904
3.470000,116.675102,1.502252,180.436873,-38.775324
3.480000,116.639888,1.499020,180.382414,-38.721611
3.490000,116.623051,1.497767,180.356377,-38.696521
3.500000,116.616780,1.497487,180.346678,-38.671389
3.510000,116.614076,1.498186,180.342496,-38.662125
3.520000,116.612605,1.499555,180.340221,-38.659446
3.530000,116.617354,1.501919,180.347566,-38.665549
3.540000,116.639905,1.506535,180.382440,-38.709816
3.550000,116.693806,1.514219,180.465798,-38.797561
3.560000,116.787867,1.525818,180.611262,-38.948502
3.570000,116.920397,1.540862,180.816219,-39.149280
3.580000,117.077906,1.558643,181.059806,-39.405927
3.590000,117.239011,1.576537,181.308953,-39.657155
3.600000,117.381404,1.592678,181.529162,-39.878789
3.610000,117.488423,1.605465,181.694666,-40.044716
3.620000,117.552485,1.614123,181.793737,-40.143260
3.630000,117.575006,1.618692,181.828566,-40.176978
3.640000,117.563509,1.619542,181.810786,-40.146963
3.650000,117.527553,1.617971,181.755180,-40.090312
3.660000,117.475090,1.614554,181.674046,-40.014096
3.670000,117.410177,1.609534,181.573659,-39.919141
3.680000,117.332192,1.602643,181.453057,-39.793589
3.690000,117.237048,1.594046,181.305916,-39.652509
3.700000,117.119669,1.583121,181.124391,-39.476899
3.710000,116.976664,1.569658,180.903235,-39.261278
3.720000,116.808582,1.553816,180.643298,-39.006390
3.730000,116.621170,1.536109,180.353467,-38.715548
3.740000,116.425013,1.517867,180.050113,-38.416338
3.750000,116.234060,1.500247,179.754806,-38.119746
3.760000,116.062817,1.484926,179.489980,-37.859342
3.770000,115.922894,1.472720,179.273590,-37.637016
3.780000,115.820488,1.464655,179.115221,-37.478966
3.790000,115.755326,1.460675,179.014449,-37.378902
3.800000,115.722512,1.460520,178.963701,-37.334468
3.810000,115.716113,1.463315,178.953805,-37.319666
3.820000,115.732432,1.468949,178.979043,-37.339385
3.830000,115.772014,1.477547,179.040256,-37.400072
3.840000,115.838991,1.489162,179.143835,-37.497559
3.850000,115.937888,1.504462,179.296779,-37.655660
3.860000,116.069853,1.522949,179.500861,-37.854561
3.870000,116.229863,1.544162,179.748315,-38.092041
3.880000,116.406437,1.567415,180.021385,-38.371965
3.890000,116.583859,1.590684,180.295767,-38.647816
3.900000,116.745639,1.612596,180.545957,-38.904640
3.910000,116.877551,1.631638,180.749958,-39.114889
3.920000,116.969445,1.646682,180.892071,-39.257305
3.930000,117.015946,1.657296,180.963985,-39.329137
3.940000,117.016193,1.663590,180.964367,-39.339862
3.950000,116.972811,1.665316,180.897276,-39.272026
3.960000,116.891170,1.663226,180.771020,-39.144878
3.970000,116.779063,1.657590,180.597648,-38.948536
3.980000,116.646170,1.650204,180.392129,-38.736367
3.990000,116.503934,1.641710,180.172164,-38.504129
4.000000,116.365303,1.633974,179.957771,-38.299333
4.010000,116.243746,1.627581,179.769785,-38.110041
4.020000,116.152030,1.623889,179.627947,-37.961681
4.030000,116.100573,1.624140,179.548370,-37.881444
4.040000,116.095894,1.628717,179.541133,-37.868570
4.050000,116.139387,1.638003,179.608395,-37.936224
4.060000,116.227424,1.651537,179.744544,-38.073137
4.070000,116.352919,1.668519,179.938620,-38.262685
4.080000,116.507259,1.688339,180.177306,-38.502173
4.090000,116.682456,1.709946,180.448246,-38.768232
4.100000,116.872607,1.732928,180.742313,-39.062513
4.110000,117.074111,1.756715,181.053936,-39.374163
4.120000,117.285139,1.780761,181.380288,-39.689522
4.130000,117.504518,1.805535,181.719557,-40.039699
4.140000,117.730504,1.830018,182.069041,-40.389352
4.150000,117.960294,1.854283,182.424409,-40.755983
4.160000,118.189550,1.877553,182.778951,-41.121966
4.170000,118.412512,1.898936,183.123760,-41.467337
4.180000,118.622888,1.917737,183.449105,-41.782327
4.190000,118.814158,1.933609,183.744901,-42.073274
4.200000,118.979851,1.945873,184.001144,-42.330140
4.210000,119.113918,1.953661,184.208477,-42.532681
4.220000,119.210637,1.956639,184.358053,-42.682840
4.230000,119.264596,1.954306,184.441499,-42.772443
4.240000,119.270940,1.945999,184.451310,-42.782839
4.250000,119.226118,1.932058,184.381993,-42.735829
4.260000,119.128795,1.911498,184.231484,-42.585424
4.270000,118.981202,1.885018,184.003233,-42.351305
4.280000,118.790785,1.853576,183.708755,-42.050376
4.290000,118.571125,1.818704,183.369054,-41.709107
4.300000,118.341713,1.781993,183.014269,-41.341281
4.310000,118.125521,1.746207,182.679930,-41.004848
4.320000,117.944991,1.713333,182.400743,-40.724093
4.330000,117.817585,1.685491,182.203712,-40.542795
4.340000,117.752393,1.662701,182.102893,-40.431335
4.350000,117.749558,1.645832,182.098508,-40.422246
4.360000,117.803199,1.634336,182.181463,-40.500624
4.370000,117.905468,1.627571,182.339621,-40.653934
4.380000,118.049879,1.624977,182.562952,-40.872060
4.390000,118.233003,1.626220,182.846151,-41.149753
4.400000,118.453483,1.631244,183.187120,-41.490630
4.410000,118.710319,1.639751,183.584315,-41.887838
4.420000,119.000972,1.651402,184.033808,-42.337740
4.430000,119.319837,1.665680,184.526929,-42.837201
4.440000,119.657631,1.681120,185.049323,-43.349855
4.450000,120.001602,1.697269,185.581272,-43.894245
4.460000,120.336638,1.711900,186.099401,-44.413948
4.470000,120.646860,1.723689,186.579157,-44.895274
4.480000,120.917214,1.731164,186.997256,-45.314670
4.490000,121.135160,1.733234,187.334308,-45.658220
4.500000,121.292027,1.728825,187.576901,-45.901364
4.510000,121.383719,1.717688,187.718701,-46.043151
4.520000,121.411439,1.699734,187.761570,-46.074572
4.530000,121.381519,1.676337,187.715300,-46.038419
4.540000,121.303973,1.647926,187.595375,-45.922889
4.550000,121.190904,1.615650,187.420516,-45.741480
4.560000,121.054459,1.581179,187.209504,-45.529656
4.570000,120.905388,1.545735,186.978967,-45.303968
4.580000,120.753317,1.510092,186.743792,-45.062726
4.590000,120.607944,1.475884,186.518974,-44.842535
4.600000,120.481217,1.443985,186.322991,-44.639859
4.610000,120.388570,1.416159,186.179713,-44.483984
4.620000,120.347725,1.394715,186.116548,-44.424638
4.630000,120.375338,1.381097,186.159250,-44.477140
4.640000,120.482313,1.375932,186.324686,-44.636936
4.650000,120.669733,1.379614,186.614530,-44.916796
4.660000,120.927630,1.391473,187.013365,-45.312035
4.670000,121.237092,1.409362,187.491945,-45.776482
4.680000,121.574386,1.431724,188.013567,-46.305793
4.690000,121.915259,1.455592,188.540722,-46.834869
4.700000,122.238362,1.478582,189.040399,-47.319707
4.710000,122.526532,1.499627,189.486050,-47.766449
4.720000,122.766664,1.517084,189.857412,-48.144070
4.730000,122.949195,1.529765,190.139694,-48.432456
4.740000,123.067334,1.536892,190.322395,-48.621132
4.750000,123.116535,1.537702,190.398484,-48.692093
4.760000,123.094694,1.532196,190.364708,-48.652977
4.770000,123.003225,1.520628,190.223252,-48.511209
4.780000,122.849008,1.503190,189.984756,-48.255258
4.790000,122.646651,1.481892,189.671814,-47.934799
4.800000,122.420800,1.459072,189.322537,-47.587837
4.810000,122.206874,1.437548,188.991702,-47.247542
4.820000,122.047173,1.421690,188.744726,-47.002083
4.830000,121.981505,1.414413,188.643171,-46.881691
4.840000,122.034437,1.419016,188.725031,-46.974452
4.850000,122.205014,1.434554,188.988827,-47.241123
4.860000,122.465419,1.458450,189.391540,-47.637661
4.870000,122.769664,1.486927,189.862051,-48.113108
4.880000,123.067201,1.515192,190.322189,-48.582710
4.890000,123.315747,1.539303,190.706563,-48.980312
4.900000,123.488438,1.556471,190.973628,-49.253419
4.910000,123.574874,1.565771,191.107301,-49.391751
4.920000,123.578672,1.567580,191.113174,-49.406880
4.930000,123.513441,1.562734,191.012295,-49.303762
4.940000,123.398877,1.553258,190.835123,-49.124049
4.950000,123.257246,1.541105,190.616093,-48.897218
4.960000,123.110956,1.528495,190.389856,-48.663245
4.970000,122.981144,1.517425,190.189103,-48.455045
4.980000,122.886212,1.509634,190.042293,-48.301266
4.990000,122.840551,1.506594,189.971677,-48.229695
5.000000,122.853034,1.509131,189.990983,-48.254189
5.010000,122.925439,1.517167,190.102955,-48.366733
5.020000,123.051687,1.530241,190.298197,-48.563302
5.030000,123.218452,1.547209,190.556098,-48.828479
5.040000,123.407238,1.565961,190.848054,-49.117000
5.050000,123.597429,1.584910,191.142182,-49.413104
5.060000,123.769369,1.602071,191.408085,-49.680549
5.070000,123.906712,1.615778,191.620484,-49.888560
5.080000,123.997671,1.625267,191.761153,-50.035306
5.090000,124.035069,1.629378,191.818987,-50.087907
5.100000,124.015911,1.628317,191.789360,-50.063697
5.110000,123.940784,1.621812,191.673177,-49.947087
5.120000,123.813707,1.610659,191.476654,-49.760801
5.130000,123.642019,1.595145,191.211140,-49.494216
5.140000,123.436328,1.576723,190.893041,-49.180175
5.150000,123.210390,1.556546,190.543630,-48.829211
5.160000,122.980064,1.536076,190.187434,-48.460330
5.170000,122.761767,1.517437,189.849838,-48.121156
5.180000,122.570654,1.501781,189.554285,-47.818913
5.190000,122.418831,1.490804,189.319492,-47.594211
5.200000,122.314007,1.484704,189.157382,-47.431749
5.210000,122.259283,1.484068,189.072753,-47.347180
5.220000,122.253776,1.489202,189.064236,-47.355411
5.230000,122.293458,1.498770,189.125604,-47.406324
5.240000,122.372292,1.512419,189.247519,-47.501500
5.250000,122.483046,1.530378,189.418799,-47.673453
5.260000,122.617760,1.551223,189.627133,-47.882491
5.270000,122.768088,1.574309,189.859615,-48.126615
5.280000,122.925271,1.598229,190.102696,-48.370480
5.290000,123.080477,1.622273,190.342720,-48.611258
5.300000,123.225291,1.645765,190.566675,-48.846759
5.310000,123.352102,1.667152,190.762786,-49.032488
5.320000,123.454599,1.686452,190.921297,-49.191340
5.330000,123.528555,1.702917,191.035670,-49.305868
5.340000,123.571785,1.716242,191.102524,-49.372678
5.350000,123.583895,1.726543,191.121252,-49.402157
5.360000,123.565884,1.733360,191.093398,-49.374125
