Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,Energy Drift
3.88,120.321171,1.857033,94.53835,-22.531844,72.006506,1.1251016563,-0.3520600625,1.4771617188,,,60.5173799916,,0.3702649603,,1.46704540986956E-08,,0.0008766331,
3.89,120.254947,1.854181,94.486316,-22.479618,72.006698,1.1251046563,-0.3512440313,1.4763486875,,,59.4914139773,,0.369272526,,0.000000014,,0.0008793019,
3.9,120.160212,1.847394,94.411881,-22.405057,72.006824,1.125106625,-0.3500790156,1.4751856406,,,58.0389937526,,0.3678579746,,1.34914961784099E-08,,0.0008810533,
3.91,120.039247,1.83694,94.316837,-22.310013,72.006824,1.125106625,-0.3485939531,1.4737005781,,,56.2105230438,,0.3660587607,,1.34914961783583E-08,,0.0008810533,
3.92,119.893226,1.822539,94.202106,-22.184394,72.017712,1.12527675,-0.3466311563,1.4719079063,,,54.0422989064,,0.3636875195,,2.91298757842431E-09,,0.0010323944,
3.93,119.722283,1.805717,94.067793,-22.061091,72.006702,1.1251047188,-0.3447045469,1.4698092656,,,51.5581978838,,0.3613674895,,1.39379628987394E-08,,0.0008793575,
3.94,119.525869,1.78515,93.913467,-21.90692,72.006547,1.1251022969,-0.342295625,1.4673979219,,,48.7761127024,,0.3584771011,,1.45156773850391E-08,,0.000877203,
3.95,119.302915,1.761126,93.738289,-21.726439,72.01185,1.1251851563,-0.3394756094,1.4646607656,,,45.7116042911,,0.3551082001,,1.41538854872144E-09,,0.0009509137,
3.96,119.052382,1.733965,93.541441,-21.524233,72.017208,1.125268875,-0.3363161406,1.4615850156,,,42.3866459406,,0.3513526671,,2.12494262843333E-09,,0.0010253889,
3.97,118.774166,1.704324,93.322842,-21.311143,72.011699,1.1251827969,-0.3329866094,1.4581694063,,,38.841398022,,0.347416593,,1.59848236005257E-09,,0.0009488148,
3.98,118.470103,1.671643,93.083935,-21.066584,72.017351,1.1252711094,-0.329165375,1.4544364844,,,35.1438367234,,0.3429265666,,2.33593147566991E-09,,0.0010273765,
3.99,118.145216,1.637311,92.828666,-20.810903,72.017763,1.1252775469,-0.3251703594,1.4504479063,,,31.397382633,,0.3382635699,,0.000000003,,0.0010331033,
4,117.808869,1.602648,92.564392,-20.556972,72.00742,1.1251159375,-0.3212026875,1.446318625,,,27.7411809318,,0.3336640822,,1.14148710721546E-08,,0.0008893375,
4.01,117.475377,1.568473,92.302362,-20.299503,72.002859,1.1250446719,-0.3171797344,1.4422244063,,,24.3393999605,,0.3290326561,,3.17217561412658E-08,,0.0008259405,
4.02,117.163801,1.53674,92.057551,-20.053566,72.003985,1.1250622656,-0.3133369688,1.4383992344,,,21.3621605799,,0.3246388971,,2.57641904256478E-08,,0.0008415917,
4.03,116.896652,1.510381,91.847648,-19.853434,71.994214,1.1249095938,-0.3102099063,1.4351195,,,18.9640456258,,0.3210852571,,9.80843118111744E-08,,0.0007057767,
4.04,116.696851,1.490673,91.690661,-19.695428,71.995233,1.1249255156,-0.3077410625,1.4326665781,,,17.2637901685,,0.318293442,,8.83648601380032E-08,,0.0007199406,
4.05,116.583171,1.479657,91.60134,-19.60009,72.00125,1.1250195313,-0.3062514063,1.4312709375,,,16.3320389359,,0.3166148074,,4.13092007361953E-08,,0.0008035757,
4.06,116.566271,1.478588,91.588062,-19.581307,72.006755,1.1251055469,-0.3059579219,1.4310634688,,,16.195728885,,0.3162846149,,1.3743113222537E-08,,0.0008800942,
4.07,116.646607,1.487743,91.651184,-19.644937,72.006247,1.1250976094,-0.3069521406,1.43204975,,,16.8487898277,,0.3174038844,,1.5667159650647E-08,,0.0008730331,
4.08,116.814066,1.505687,91.782758,-19.771965,72.010793,1.1251686406,-0.3089369531,1.4341055938,,,18.25157955,,0.3196442554,,2.93084454440509E-09,,0.0009362216,
4.09,117.050458,1.531154,91.968496,-19.958828,72.009668,1.1251510625,-0.3118566875,1.43700775,,,20.3272822638,,0.3229542459,,5.14309859713688E-09,,0.0009205843,
4.1,117.33376,1.562001,92.191091,-20.187963,72.003128,1.125048875,-0.3154369219,1.4404857969,,,22.962121036,,0.3270362914,,3.02422186283599E-08,,0.0008296796,
4.11,117.641968,1.595823,92.433255,-20.436564,71.996691,1.1249482969,-0.3193213125,1.4442696094,,,26.0109051661,,0.3314941195,,7.53398330850175E-08,,0.0007402065,
4.12,117.955974,1.630435,92.679975,-20.683955,71.99602,1.1249378125,-0.3231867969,1.4481246094,,,29.3124218645,,0.3359602074,,8.12052791970987E-08,,0.0007308797,
4.13,118.261101,1.664516,92.919718,-20.924116,71.995602,1.1249312813,-0.3269393125,1.4518705938,,,32.7094973227,,0.3403243606,,0.000000085,,0.0007250696,
4.14,118.5474,1.696919,93.144668,-21.149314,71.995354,1.1249274063,-0.3304580313,1.4553854375,,,36.0662793706,,0.3444421948,,8.72444116237476E-08,,0.0007216225,
4.15,118.80868,1.726845,93.34996,-21.354679,71.995281,1.1249262656,-0.3336668594,1.458593125,,,39.2727915274,,0.3482189624,,8.79195292257049E-08,,0.0007206078,
4.16,119.041456,1.753763,93.532857,-21.537567,71.99529,1.1249264063,-0.3365244844,1.4614508906,,,42.2444978121,,0.3515997021,,8.78361549235673E-08,,0.0007207329,
4.17,119.244137,1.777092,93.692106,-21.691301,72.000805,1.1250125781,-0.3389265781,1.4639391563,,,44.9202588268,,0.3544541556,,4.41839454100168E-08,,0.0007973903,
4.18,119.416094,1.797064,93.827215,-21.826358,72.000857,1.1250133906,-0.3410368438,1.4660502344,,,47.2548283054,,0.3569713465,,4.38430309319141E-08,,0.0007981131,
4.19,119.557154,1.813037,93.938049,-21.931697,72.006352,1.12509925,-0.3426827656,1.4677820156,,,49.2140796917,,0.3589408361,,1.52591420783628E-08,,0.0008744925,
4.2,119.66717,1.825332,94.02449,-22.018141,72.006349,1.1250992031,-0.3440334531,1.4691326563,,,50.7697681438,,0.3605610993,,1.52707250162791E-08,,0.0008744508,
4.21,119.745667,1.834031,94.086167,-22.09074,71.995427,1.1249285469,-0.3451678125,1.4700963594,,,51.8945578174,,0.3619246778,,8.6571896072441E-08,,0.0007226371,
4.22,119.791733,1.837801,94.122362,-22.121503,72.000859,1.1250134219,-0.3456484844,1.4706619063,,,52.5603792659,,0.3625032549,,4.38299452038222E-08,,0.0007981409,
4.23,119.803916,1.837158,94.131934,-22.125749,72.006185,1.1250966406,-0.3457148281,1.4708114688,,,52.7371776276,,0.3625831481,,1.59106121443959E-08,,0.0008721713,
4.24,119.780109,1.832109,94.113228,-22.107227,72.006001,1.1250937656,-0.3454254219,1.4705191875,,,52.3919697835,,0.3622347006,,1.6644167100663E-08,,0.0008696137,
4.25,119.717574,1.822397,94.064093,-22.063815,72.000278,1.1250043438,-0.3447471094,1.4697514531,,,51.490595016,,0.3614186633,,4.77134778862234E-08,,0.0007900651,
4.26,119.612916,1.807265,93.981862,-21.981883,71.999979,1.1249996719,-0.3434669219,1.4684665938,,,49.9995605926,,0.3598810532,,4.97762983911904E-08,,0.0007859091,
4.27,119.462211,1.786641,93.86345,-21.863811,71.999639,1.1249943594,-0.3416220469,1.4666164063,,,47.8909914055,,0.3576709725,,5.2175022563123E-08,,0.0007811831,
4.28,119.261423,1.760474,93.705688,-21.711885,71.993803,1.1249031719,-0.3392482031,1.464151375,,,45.1522680872,,0.3548372247,,1.02148011216249E-07,,0.0007000638,
4.29,119.007039,1.727853,93.505814,-21.507002,71.998812,1.1249814375,-0.3360469063,1.4610283438,,,41.7982904766,,0.3510335622,,5.82451886721122E-08,,0.000769688,
4.3,118.696455,1.689382,93.261783,-21.263237,71.998546,1.1249772813,-0.3322380781,1.4572153594,,,37.8788025517,,0.3465347539,,6.02686051612547E-08,,0.0007659906,
4.31,118.328696,1.644697,92.972829,-20.96897,72.003859,1.1250602969,-0.3276401563,1.4527004531,,,33.4872479939,,0.3411425588,,2.64000834849946E-08,,0.0008398403,
4.32,117.905232,1.594628,92.640106,-20.636365,72.003741,1.1250584531,-0.3224432031,1.4475016563,,,28.7655526244,,0.3350987556,,0.000000027,,0.0008382001,
4.33,117.43019,1.539805,92.266858,-20.268675,71.998183,1.1249716094,-0.3166980469,1.4416696563,,,23.8955819006,,0.3284802831,,6.30856279506536E-08,,0.000760945,
4.34,116.909919,1.48085,91.858072,-19.86541,71.992662,1.1248853438,-0.3103970313,1.435282375,,,19.079771179,,0.3212973586,,1.13861805586211E-07,,0.0006842042,
4.35,116.351845,1.418536,91.419584,-19.427024,71.99256,1.12488375,-0.30354725,1.428431,,,14.5158389476,,0.3135789417,,1.1493991697838E-07,,0.0006827864,
4.36,115.764001,1.354423,90.957705,-18.970715,71.98699,1.1247967188,-0.2964174219,1.4212141406,,,10.3820685138,,0.3056446367,,1.81526399298573E-07,,0.0006053645,
4.37,115.156205,1.289311,90.48015,-18.493032,71.987118,1.1247987188,-0.288953625,1.4137523438,,,6.8346990801,,0.2974476043,,1.79826162698713E-07,,0.0006071436,
4.38,114.544192,1.224995,89.999281,-18.005938,71.993343,1.1248959844,-0.2813427813,1.4062387656,,,4.0092563128,,0.2892038101,,1.06794007981912E-07,,0.0006936699,
4.39,113.956356,1.164832,89.537408,-17.54222,71.995188,1.1249248125,-0.2740971875,1.399022,,,2.0007444508,,0.2814632853,,8.87833795971202E-08,,0.0007193151,
4.4,113.440082,1.113574,89.131764,-17.144456,71.987308,1.1248016875,-0.267882125,1.3926838125,,,0.8067681639,,0.274907344,,1.77317124972105E-07,,0.0006097846,
4.41,113.061053,1.076344,88.833954,-16.843111,71.990843,1.1248569219,-0.2631736094,1.3880305313,,,0.2695413733,,0.2699920133,,1.33850631028597E-07,,0.0006589204,
4.42,112.889641,1.059997,88.699272,-16.705751,71.993521,1.1248987656,-0.2610273594,1.385926125,,,0.1209382285,,0.2677662042,,0.000000105,,0.0006961441,
4.43,112.976547,1.069056,88.767556,-16.773588,71.993968,1.12490575,-0.2620873125,1.3869930625,,,0.1889360451,,0.2688642972,,1.00506689378403E-07,,0.0007023573,
4.44,113.328771,1.10425,89.044304,-17.057984,71.98632,1.12478625,-0.266531,1.39131725,,,0.6191986121,,0.2734923364,,1.90556607478444E-07,,0.0005960516,
4.45,113.900372,1.161031,89.493421,-17.516892,71.976529,1.1246332656,-0.2737014375,1.3983347031,,,1.8455025273,,0.2810435265,,3.47524722375588E-07,,0.0004599586,
4.46,114.605951,1.231227,90.047806,-18.075966,71.97184,1.12456,-0.2824369688,1.4069969688,,,4.260392152,,0.2903818645,,4.39274544728587E-07,,0.0003947824,
4.47,115.348225,1.305789,90.631023,-18.657483,71.97354,1.1245865625,-0.2915231719,1.4161097344,,,7.875576418,,0.3002570048,,4.04770035197055E-07,,0.000418412,
4.48,116.043857,1.377108,91.177593,-19.200756,71.976837,1.1246380781,-0.3000118125,1.4246498906,,,12.2638480985,,0.3096318839,,3.41873826884891E-07,,0.0004642397,
4.49,116.637654,1.440066,91.644149,-19.667925,71.976224,1.1246285,-0.3073113281,1.4319398281,,,16.775370729,,0.3178087359,,3.53166222428273E-07,,0.0004557191,
4.5,117.103524,1.491688,92.010191,-20.033472,71.976719,1.1246362344,-0.313023,1.4376592344,,,20.8086027431,,0.3242812152,,0.000000344,,0.0004625995,
4.51,117.4377,1.53127,92.272758,-20.294956,71.977802,1.1246531563,-0.3171086875,1.4417618438,,,23.969060728,,0.3289511543,,3.2446882414868E-07,,0.000477653,
4.52,117.649867,1.559386,92.439462,-20.460446,71.979016,1.124672125,-0.3196944688,1.4443665938,,,26.0915387622,,0.3319239521,,3.03218616278292E-07,,0.0004945274,
4.53,117.755551,1.577211,92.522499,-20.542312,71.980187,1.1246904219,-0.320973625,1.4456640469,,,27.1823730229,,0.3333995049,,2.83402937353697E-07,,0.0005108041,
4.54,117.771212,1.586097,92.534804,-20.5536,71.981204,1.1247063125,-0.32115,1.4458563125,,,27.3459209161,,0.3336032165,,2.66736509397216E-07,,0.0005249402,
4.55,117.711779,1.586866,92.488107,-20.495063,71.993044,1.1248913125,-0.3202353594,1.4451266719,,,26.727863332,,0.3325474896,,1.09869311397129E-07,,0.0006895139,
4.56,117.589911,1.581392,92.392353,-20.393148,71.999205,1.1249875781,-0.3186429375,1.4436305156,,,25.4826244581,,0.3307134238,,5.53189341599854E-08,,0.0007751506,
4.57,117.416537,1.570739,92.25613,-20.256327,71.999803,1.1249969219,-0.3165051094,1.4415020313,,,23.7622880919,,0.328259163,,0.000000051,,0.0007834627,
4.58,117.202041,1.555253,92.087597,-20.07633,72.011267,1.1251760469,-0.3136926563,1.4388687031,,,21.7171074523,,0.3250443444,,2.18378869753732E-09,,0.0009428101,
4.59,116.957215,1.536737,91.895233,-19.87786,72.017373,1.1252714531,-0.3105915625,1.4358630156,,,19.4951897058,,0.3215179291,,2.36927752881846E-09,,0.0010276823,
4.6,116.693671,1.516627,91.688162,-19.675574,72.012588,1.1251966875,-0.3074308438,1.4326275313,,,17.2373746606,,0.3179435029,,6.80708972149025E-10,,0.0009611717,
4.61,116.423831,1.4955,91.476145,-19.4629,72.013245,1.1252069531,-0.3041078125,1.4293147656,,,15.0695493195,,0.3142070648,,2.50423503799065E-10,,0.0009703039,
4.62,116.160416,1.47465,91.269175,-19.249862,72.019313,1.1253017656,-0.3007790938,1.4260808594,,,13.093808146,,0.3104863735,,6.2390607007162E-09,,0.001054648,
4.63,115.914943,1.455728,91.076303,-19.056539,72.019764,1.1253088125,-0.2977584219,1.4230672344,,,11.3775590008,,0.3071291824,,7.40195239716116E-09,,0.0010609168,
4.64,115.69614,1.439424,90.904385,-18.884383,72.020002,1.1253125313,-0.2950684844,1.4203810156,,,9.9493608222,,0.3041549325,,8.05566383625225E-09,,0.0010642249,
4.65,115.508935,1.426298,90.757296,-18.737305,72.019991,1.1253123594,-0.2927703906,1.41808275,,,8.8034197702,,0.3016254051,,0.000000008,,0.001064072,
4.66,115.353662,1.416479,90.635295,-18.615549,72.019746,1.1253085313,-0.2908679531,1.4161764844,,,7.9061221826,,0.2995393705,,7.35363703623119E-09,,0.0010606666,
4.67,115.226296,1.409687,90.535222,-18.515894,72.019328,1.125302,-0.2893108438,1.4146128438,,,7.2060932394,,0.2978373773,,6.2761411284273E-09,,0.0010548565,
4.68,115.119578,1.405335,90.451371,-18.43254,72.018831,1.1252942344,-0.2880084375,1.4133026719,,,6.6445307994,,0.2964175107,,5.10602781941899E-09,,0.0010479483,
4.69,115.024747,1.402921,90.376861,-18.363969,72.012892,1.1252014375,-0.2869370156,1.4121384531,,,6.1646322193,,0.2952520037,,4.55412672151117E-10,,0.0009653973,
4.7,114.933352,1.40126,90.305051,-18.292517,72.012534,1.1251958438,-0.2858205781,1.4110164219,,,5.7191418709,,0.2940399707,,7.25448436216028E-10,,0.0009604212,
4.71,114.838999,1.40028,90.230915,-18.224043,72.006872,1.125107375,-0.2847506719,1.4098580469,,,5.2767591045,,0.2928807924,,1.33178293284369E-08,,0.0008817204,
4.72,114.738614,1.399734,90.152041,-18.15611,71.995931,1.1249364219,-0.2836892188,1.4086256406,,,4.8256435223,,0.2917330348,,0.000000082,,0.0007296426,
4.73,114.632915,1.399013,90.068992,-18.072805,71.996187,1.1249404219,-0.2823875781,1.407328,,,4.3724304701,,0.2903286366,,7.97249248538239E-08,,0.000733201,
4.74,114.526588,1.399271,89.985449,-17.994276,71.991173,1.1248620781,-0.2811605625,1.4060226406,,,3.9390687866,,0.2890078573,,1.30104327684951E-07,,0.0006635074,
4.75,114.427736,1.400788,89.90778,-17.916038,71.991742,1.1248709688,-0.2799380938,1.4048090625,,,3.5564556476,,0.2876949667,,1.2376967802364E-07,,0.0006714163,
4.76,114.346683,1.404974,89.844095,-17.857235,71.98686,1.1247946875,-0.2790192969,1.4038139844,,,3.2573165435,,0.286710177,,1.83261390572182E-07,,0.0006035575,
4.77,114.294311,1.412337,89.802945,-17.815536,71.987409,1.1248032656,-0.27836775,1.4031710156,,,3.0710170069,,0.2860128558,,0.000000176,,0.0006111885,
4.78,114.280255,1.423728,89.791902,-17.79864,71.993262,1.1248947188,-0.27810375,1.4029984688,,,3.0219502169,,0.2857305502,,1.07622805898798E-07,,0.0006925441,
4.79,114.311241,1.439943,89.816248,-17.817309,71.998939,1.1249834219,-0.2783954531,1.403378875,,,3.1306409705,,0.2860424879,,5.72913067037068E-08,,0.0007714533,
4.8,114.389895,1.462091,89.878047,-17.895557,71.98249,1.1247264063,-0.2796180781,1.4043444844,,,3.415162179,,0.2873517743,,2.46384814923661E-07,,0.0005428153,
4.81,114.514167,1.488491,89.97569,-17.998978,71.976712,1.124636125,-0.2812340313,1.4058701563,,,3.8899189333,,0.2890868555,,3.44161625078457E-07,,0.0004625022,
4.82,114.677315,1.518668,90.103878,-18.127613,71.976265,1.1246291406,-0.2832439531,1.4078730938,,,4.5600858039,,0.2912522365,,3.52405214269363E-07,,0.000456289,
4.83,114.86935,1.551842,90.254763,-18.279029,71.975734,1.1246208438,-0.2856098281,1.4102306719,,,5.4171200502,,0.2938114548,,3.62324720936336E-07,,0.0004489082,
4.84,115.078884,1.586834,90.419397,-18.444155,71.975242,1.1246131563,-0.2881899219,1.4128030781,,,6.4363930559,,0.2966151592,,3.71638556148455E-07,,0.0004420695,
4.85,115.294247,1.622202,90.588611,-18.608381,71.98023,1.1246910938,-0.2907559531,1.4154470469,,,7.5755281817,,0.2994167875,,2.82688035361034E-07,,0.0005114017,
4.86,115.504657,1.657047,90.753934,-18.768618,71.985316,1.1247705625,-0.2932596563,1.4180302188,,,8.7780519426,,0.3021630581,,2.0449876799712E-07,,0.0005820962,
4.87,115.701394,1.69112,90.908514,-18.934506,71.974008,1.124593875,-0.2958516563,1.4204455313,,,9.9825333986,,0.3050193882,,3.95518857628347E-07,,0.0004249171,
4.88,115.877802,1.722482,91.04712,-19.07325,71.97387,1.1245917188,-0.2980195313,1.42261125,,,11.1283805339,,0.3074186602,,3.98235650798515E-07,,0.000422999,
4.89,116.029277,1.751052,91.166137,-19.192308,71.973829,1.1245910781,-0.2998798125,1.4244708906,,,12.1619430039,,0.3094849997,,0.000000399,,0.0004224291,
4.9,116.153341,1.776474,91.263616,-19.289754,71.973862,1.1245915938,-0.3014024063,1.425994,,,13.0426559067,,0.3111813977,,3.98393431211177E-07,,0.0004228878,
4.91,116.249125,1.798554,91.338875,-19.364944,71.973931,1.1245926719,-0.30257725,1.4271699219,,,13.7436709842,,0.312493519,,0.000000397,,0.0004238469,
4.92,116.316912,1.817456,91.392137,-19.423602,71.968535,1.1245083594,-0.3034937813,1.4280021406,,,14.2508721956,,0.3135190615,,5.10393828862992E-07,,0.0003488435,
4.93,116.357627,1.832482,91.424127,-19.449957,71.97417,1.1245964063,-0.3039055781,1.4285019844,,,14.5599308229,,0.3139803841,,3.92341443923599E-07,,0.0004271689,
4.94,116.372489,1.844404,91.435804,-19.461516,71.974288,1.12459825,-0.3040861875,1.4286844375,,,14.6735709878,,0.3141828219,,0.00000039,,0.0004288091,
4.95,116.362911,1.852845,91.428279,-19.448397,71.979882,1.1246856563,-0.3038812031,1.4285668594,,,14.6002835657,,0.3139530681,,2.88499666898573E-07,,0.0005065646,
4.96,116.330319,1.858628,91.40267,-19.428202,71.974468,1.1246010625,-0.3035656563,1.4281667188,,,14.3522756712,,0.3135995563,,3.86530038597022E-07,,0.0004313111,
4.97,116.275901,1.861395,91.359913,-19.390859,71.969054,1.1245164688,-0.3029821719,1.4274986406,,,13.9429183623,,0.3129463947,,4.98872615373606E-07,,0.0003560575,
4.98,116.200751,1.860798,91.300867,-19.326298,71.974569,1.1246026406,-0.3019734063,1.4265760469,,,13.3873424171,,0.3118187728,,3.84570239844273E-07,,0.0004327149,
4.99,116.105725,1.85766,91.226204,-19.251588,71.974616,1.124603375,-0.3008060625,1.4254094375,,,12.7009964656,,0.3105164289,,3.83659952528354E-07,,0.0004333682,
5,115.99161,1.851646,91.136542,-19.156437,71.980105,1.1246891406,-0.2993193281,1.4240084688,,,11.9006421854,,0.3088617035,,2.84768741269187E-07,,0.0005096643,
5.01,115.859658,1.843634,91.032864,-19.05816,71.974704,1.12460475,-0.29778375,1.4223885,,,11.0076557742,,0.3071572563,,0.000000382,,0.0004345914,
5.02,115.711244,1.833131,90.916254,-18.941454,71.9748,1.12460625,-0.2959602188,1.4205664688,,,10.0448728615,,0.305139315,,3.80106651478543E-07,,0.0004359258,
5.03,115.548227,1.820649,90.788168,-18.813225,71.974943,1.1246084844,-0.2939566406,1.418565125,,,9.0381267398,,0.3029297996,,3.77356534856896E-07,,0.0004379135,
5.04,115.373617,1.806566,90.650974,-18.675825,71.975149,1.1246117031,-0.2918097656,1.4164214688,,,8.0187386338,,0.3005711691,,3.73412380641162E-07,,0.0004407768,
5.05,115.191593,1.791375,90.507955,-18.532531,71.975424,1.124616,-0.2895707969,1.4141867969,,,7.0209829092,,0.298121181,,3.68179419928234E-07,,0.0004445993,
5.06,115.007625,1.775684,90.363408,-18.387641,71.975767,1.1246213594,-0.2873068906,1.41192825,,,6.0799020593,,0.2956540992,,3.61704242212985E-07,,0.0004493669,
5.07,114.828474,1.760453,90.222646,-18.251995,71.970651,1.1245414219,-0.2851874219,1.4097288438,,,5.2285155096,,0.2933537079,,4.64246032803606E-07,,0.0003782555,
5.08,114.661974,1.745779,90.091825,-18.115278,71.976547,1.1246335469,-0.2830512188,1.4076847656,,,4.4948017108,,0.2910442447,,3.47193200822515E-07,,0.0004602088,
5.09,114.516083,1.732947,89.977195,-17.994779,71.982416,1.12472525,-0.2811684219,1.4058936719,,,3.897480411,,0.2890163077,,2.47534011278316E-07,,0.0005417867,
5.1,114.398126,1.723174,89.884514,-17.907224,71.97729,1.1246451563,-0.279800375,1.4044455313,,,3.4456519635,,0.2875472487,,3.33646770548689E-07,,0.0004705363,
5.11,114.314165,1.716132,89.818545,-17.835572,71.982973,1.1247339531,-0.2786808125,1.4034147656,,,3.1409967478,,0.2863478065,,2.38949660653699E-07,,0.0005495289,
5.12,114.26804,1.712674,89.782303,-17.793787,71.988516,1.1248205625,-0.2780279219,1.4028484844,,,2.9796309038,,0.2856494899,,1.61777227997039E-07,,0.0006265756,
5.13,114.260853,1.712674,89.776656,-17.777297,71.999359,1.1249899844,-0.2777702656,1.40276025,,,2.9548707222,,0.2853741414,,5.41928252818983E-08,,0.0007772912,
5.14,114.290623,1.716648,89.800047,-17.800936,71.999111,1.1249861094,-0.278139625,1.4031257344,,,3.0581046717,,0.2857689045,,0.000000056,,0.000773844,
5.15,114.352718,1.723439,89.848837,-17.844641,72.004196,1.1250655625,-0.2788225156,1.4038880781,,,3.2791369459,,0.2864994814,,2.47166819970969E-08,,0.0008445246,
5.16,114.44065,1.732866,89.917927,-17.91421,72.003717,1.1250580781,-0.2799095313,1.4049676094,,,3.6053303269,,0.2876643273,,2.71260158849772E-08,,0.0008378665,
5.17,114.546557,1.743909,90.001139,-17.997842,72.003297,1.1250515156,-0.2812162813,1.4062677969,,,4.0187328453,,0.2890677686,,2.93307668381282E-08,,0.0008320286,
5.18,114.662323,1.755985,90.092099,-18.094639,71.99746,1.1249603125,-0.2827287344,1.4076890469,,,4.4962816587,,0.2906963976,,6.88880861970844E-08,,0.0007508954,
5.19,114.780506,1.768086,90.184957,-18.193285,71.991672,1.124869875,-0.2842700781,1.4091399531,,,5.0114496855,,0.2923608434,,1.24540456828415E-07,,0.0006704434,
5.2,114.8947,1.779292,90.274681,-18.283288,71.991393,1.1248655156,-0.285676375,1.4105418906,,,5.5357654393,,0.2938836019,,1.27636333138091E-07,,0.0006665653,
5.21,114.999685,1.789019,90.35717,-18.360509,71.996661,1.1249478281,-0.2868829531,1.4118307813,,,6.0408090605,,0.2951932546,,7.55973787725993E-08,,0.0007397895,
5.22,115.091347,1.797265,90.42919,-18.432675,71.996515,1.1249455469,-0.2880105469,1.4129560938,,,6.4997857624,,0.2964198076,,7.68570412224841E-08,,0.0007377601,
5.23,115.166713,1.80296,90.488406,-18.48107,72.007336,1.125114625,-0.2887667188,1.4138813438,,,6.8897521679,,0.2972437666,,1.16970497784082E-08,,0.00088817,
5.24,115.223615,1.807228,90.533115,-18.536855,71.99626,1.1249415625,-0.2896383594,1.4145799219,,,7.1917065846,,0.2981949644,,7.90821011971794E-08,,0.0007342157,
5.25,115.260207,1.808183,90.561866,-18.560214,72.001652,1.1250258125,-0.2900033438,1.4150291563,,,7.3893057075,,0.2985937134,,3.87953687971704E-08,,0.0008091634,
5.26,115.274871,1.806561,90.573388,-18.571824,72.001564,1.1250244375,-0.29018475,1.4152091875,,,7.4692438564,,0.2987920006,,3.93389142721146E-08,,0.0008079403,
5.27,115.265964,1.801468,90.566389,-18.554005,72.012384,1.1251935,-0.2899063281,1.4150998281,,,7.4206376761,,0.2984876969,,8.57195428407521E-10,,0.0009583362,
5.28,115.231428,1.79364,90.539254,-18.527016,72.012238,1.1251912188,-0.289484625,1.4146758438,,,7.2336724302,,0.2980270879,,0.000000001,,0.0009563068,
5.29,115.168927,1.782399,90.490146,-18.47808,72.012066,1.1251885313,-0.28872,1.4139085313,,,6.9013798335,,0.2971928266,,1.17283303621204E-09,,0.000953916,
5.3,115.076032,1.767308,90.417156,-18.399776,72.01738,1.1252715625,-0.2874965,1.4127680625,,,6.4219301147,,0.2958603318,,2.37993719717259E-09,,0.0010277796,
5.31,114.950135,1.748649,90.318237,-18.301052,72.017185,1.1252685156,-0.2859539375,1.4112224531,,,5.7996957141,,0.2941846179,,2.09193948818021E-09,,0.0010250692,
5.32,114.788759,1.725797,90.191442,-18.168948,72.022494,1.1253514688,-0.2838898125,1.4092412813,,,5.0484685705,,0.2919497657,,1.65613348737229E-08,,0.0010988632,
5.33,114.59002,1.699149,90.035289,-18.012927,72.022362,1.1253494063,-0.2814519844,1.4068013906,,,4.1948804949,,0.2893212758,,0.000000016,,0.0010970285,
5.34,114.353119,1.668522,89.849152,-17.82684,72.022312,1.125348625,-0.278544375,1.403893,,,3.2805893994,,0.2862018057,,1.58374925784291E-08,,0.0010963335,
5.35,114.079251,1.633698,89.633969,-17.600619,72.03335,1.1255210938,-0.2750096719,1.4005307656,,,2.36351187,,0.2824323207,,0.000000089,,0.0012497596,
5.36,113.772024,1.59564,89.392576,-17.348047,72.044529,1.1256957656,-0.2710632344,1.396759,,,1.5132560838,,0.278253277,,2.23717388000924E-07,,0.0014051455,
5.37,113.437953,1.555836,89.130091,-17.090581,72.03951,1.1256173438,-0.2670403281,1.3926576719,,,0.8029481493,,0.2740253173,,1.55682209986201E-07,,0.0013353824,
5.38,113.086963,1.514455,88.854312,-16.814212,72.0401,1.1256265625,-0.2627220625,1.388348625,,,0.2971162847,,0.2695229628,,0.000000163,,0.0013435833,
5.39,112.732257,1.473369,88.575613,-16.540238,72.035375,1.1255527344,-0.2584412188,1.3839939531,,,0.0362436843,,0.2650964369,,1.08871275394501E-07,,0.0012779067,
5.4,112.38953,1.433969,88.306327,-16.275675,72.030652,1.1254789375,-0.2543074219,1.3797863594,,,0.0232102967,,0.2608567465,,6.56177406722311E-08,,0.0012122579,
5.41,112.0753,1.397939,88.059431,-16.033488,72.025943,1.1254053594,-0.25052325,1.3759286094,,,0.2176962049,,0.2570056002,,3.33359950132765E-08,,0.0011468037,
5.42,111.804825,1.366611,87.846915,-15.820393,72.026522,1.1254144063,-0.2471936406,1.3726080469,,,0.5432489807,,0.2536407476,,3.67214245237546E-08,,0.0011548517,
5.43,111.590253,1.341707,87.678322,-15.656888,72.021434,1.1253349063,-0.244638875,1.3699737813,,,0.9055925368,,0.2510739735,,1.2572766873739E-08,,0.0010841295,
5.44,111.438987,1.323562,87.55947,-15.537972,72.021498,1.1253359063,-0.2427808125,1.3681167188,,,1.216371335,,0.2492153767,,1.27980235737708E-08,,0.001085019,
