Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,Energy Drift
5.45,111.353225,1.312471,87.492085,-15.465312,72.026773,1.1254183281,-0.2416455,1.3670638281,,,1.4128989474,,0.2480831361,,3.82398904976186E-08,,0.0011583405,
5.46,111.330276,1.308724,87.474054,-15.447618,72.026436,1.1254130625,-0.2413690313,1.3667820938,,,1.4679824572,,0.2478078058,,3.62082289971309E-08,,0.0011536563,
5.47,111.363928,1.311565,87.500494,-15.474454,72.02604,1.125406875,-0.2417883438,1.3671952188,,,1.3875691686,,0.2482254516,,3.38917422284927E-08,,0.001148152,
5.48,111.446704,1.320544,87.565533,-15.54533,72.020203,1.1253156719,-0.2428957813,1.3682114531,,,1.1994088479,,0.2493301781,,8.62929059134336E-09,,0.0010670188,
5.49,111.571248,1.334483,87.663389,-15.643465,72.019924,1.1253113125,-0.2444291406,1.3697404531,,,0.9421250409,,0.2508638331,,7.83837539718375E-09,,0.0010631407,
5.5,111.731346,1.35298,87.789181,-15.769442,72.019739,1.1253084219,-0.2463975313,1.3717059531,,,0.6569641639,,0.2528394961,,7.33489045381857E-09,,0.0010605693,
5.51,111.922445,1.374567,87.93933,-15.897789,72.041541,1.1256490781,-0.2484029531,1.3740520313,,,0.3836988012,,0.2548602963,,1.81731881835058E-07,,0.0013636129,
5.52,112.140782,1.400884,88.110882,-16.07491,72.035972,1.1255620625,-0.2511704688,1.3767325313,,,0.1608790112,,0.2576622435,,1.15114039797228E-07,,0.0012862049,
5.53,112.382489,1.429796,88.300795,-16.259487,72.041308,1.1256454375,-0.2540544844,1.3796999219,,,0.0254052547,,0.2605984392,,1.78641137472054E-07,,0.0013603742,
5.54,112.643192,1.461446,88.505634,-16.464519,72.041115,1.1256424219,-0.2572581094,1.3829005313,,,0.0102642715,,0.2638795294,,1.76101065753936E-07,,0.0013576916,
5.55,112.917443,1.494932,88.721117,-16.680254,72.040863,1.1256384844,-0.2606289688,1.3862674531,,,0.1410481236,,0.2673540595,,1.72811873357018E-07,,0.0013541888,
5.56,113.198793,1.529252,88.942179,-16.896087,72.046092,1.1257201875,-0.2640013594,1.3897215469,,,0.4315356631,,0.2708529087,,2.47416310172048E-07,,0.0014268709,
5.57,113.480184,1.564521,89.163272,-17.128419,72.034853,1.1255445781,-0.2676315469,1.393176125,,,0.880415787,,0.2746446425,,1.03555384810088E-07,,0.001270651,
5.58,113.754494,1.598507,89.378802,-17.338737,72.040065,1.1256260156,-0.2709177656,1.3965437813,,,1.4704345101,,0.2780998294,,1.62600662863225E-07,,0.0013430968,
5.59,114.015317,1.631393,89.583735,-17.54384,72.039895,1.1256233594,-0.2741225,1.3997458594,,,2.1710187766,,0.2814901441,,1.6046551811326E-07,,0.0013407338,
5.6,114.257621,1.662322,89.774118,-17.734309,72.039809,1.1256220156,-0.2770985781,1.4027205938,,,2.9437697218,,0.284656956,,1.5939076106331E-07,,0.0013395384,
5.61,114.478009,1.690824,89.94728,-17.907476,72.039804,1.1256219375,-0.2798043125,1.40542625,,,3.748598374,,0.2875514716,,1.59328386272274E-07,,0.0013394689,
5.62,114.67475,1.716825,90.101863,-18.067444,72.034419,1.1255377969,-0.2823038125,1.4078416094,,,4.5491375978,,0.2902383742,,9.92369546101016E-08,,0.0012646185,
5.63,114.847537,1.739929,90.237624,-18.20855,72.029074,1.1254542813,-0.2845085938,1.409962875,,,5.3160576186,,0.292618833,,5.35938010612203E-08,,0.001190324,
5.64,114.997197,1.75962,90.355214,-18.320494,72.03472,1.1255425,-0.2862577188,1.4118002188,,,6.0285852093,,0.2945142447,,1.02222221228536E-07,,0.0012688023,
5.65,115.12537,1.776878,90.455922,-18.426472,72.02945,1.1254601563,-0.287913625,1.4133737813,,,6.6744244088,,0.2963142798,,5.63484810487411E-08,,0.0011955503,
5.66,115.234089,1.791097,90.541344,-18.511726,72.029618,1.1254627813,-0.2892457188,1.4147085,,,7.2479932895,,0.2977662983,,5.76016080112576E-08,,0.0011978855,
5.67,115.325667,1.802405,90.613299,-18.57801,72.035289,1.1255513906,-0.2902814063,1.4158327969,,,7.7494741869,,0.2988976781,,0.000000108,,0.0012767113,
5.68,115.402329,1.811413,90.673533,-18.638106,72.035427,1.1255535469,-0.2912204063,1.4167739531,,,8.1821727208,,0.2999252913,,1.09408114822592E-07,,0.0012786295,
5.69,115.466045,1.817542,90.723597,-18.677116,72.046481,1.1257262656,-0.2918299375,1.4175562031,,,8.5507452808,,0.3005932877,,2.53499889225761E-07,,0.001432278,
5.7,115.518514,1.821839,90.764822,-18.718255,72.046567,1.1257276094,-0.2924727344,1.4182003438,,,8.8603543813,,0.3012985455,,2.54854818150699E-07,,0.0014334733,
5.71,115.56108,1.823687,90.798267,-18.746199,72.052068,1.1258135625,-0.2929093594,1.4187229219,,,9.1155731145,,0.3017780689,,0.000000349,,0.0015099362,
5.72,115.594707,1.823838,90.824688,-18.778014,72.046674,1.1257292813,-0.2934064688,1.41913575,,,9.3197572162,,0.3023244835,,2.56545643561243E-07,,0.0014349606,
5.73,115.619873,1.822082,90.844462,-18.808726,72.035736,1.125558375,-0.2938863438,1.4194447188,,,9.4740454696,,0.3028524231,,1.12625413528318E-07,,0.0012829245,
5.74,115.636572,1.817225,90.857582,-18.810939,72.046643,1.1257287969,-0.2939209219,1.4196497188,,,9.5771231612,,0.3028904824,,2.56055203059961E-07,,0.0014345297,
5.75,115.644254,1.81085,90.863618,-18.822495,72.041123,1.1256425469,-0.2941014844,1.4197440313,,,9.6247290336,,0.3030892619,,1.76205992372607E-07,,0.0013578028,
5.76,115.641932,1.801693,90.861794,-18.815296,72.046498,1.1257265313,-0.293989,1.4197155313,,,9.610326997,,0.3029654212,,2.53767437636303E-07,,0.0014325142,
5.77,115.62822,1.790095,90.85102,-18.799142,72.051878,1.1258105938,-0.2937365938,1.4195471875,,,9.5254991696,,0.3026876246,,3.45527473511361E-07,,0.0015072952,
5.78,115.601296,1.775664,90.829865,-18.767267,72.062598,1.1259780938,-0.2932385469,1.4192166406,,,9.3600307951,,0.3021398512,,5.70502033261213E-07,,0.0016563012,
5.79,115.558702,1.758893,90.796398,-18.73401,72.062388,1.1259748125,-0.2927189063,1.4186937188,,,9.1012194506,,0.3015688569,,5.65556039597254E-07,,0.0016533822,
5.8,115.497319,1.738832,90.748168,-18.68064,72.067528,1.126055125,-0.291885,1.417940125,,,8.7346240627,,0.3006536683,,6.92801694878812E-07,,0.0017248272,
5.81,115.41338,1.715413,90.682217,-18.609564,72.072653,1.1261352031,-0.2907744375,1.4169096406,,,8.2455165056,,0.2994370167,,8.32519791216527E-07,,0.0017960637,
5.82,115.302272,1.688518,90.594917,-18.522668,72.072249,1.1261288906,-0.2894166875,1.4155455781,,,7.6197680846,,0.2979529158,,0.000000821,,0.0017904482,
5.83,115.158523,1.657502,90.481971,-18.4102,72.071771,1.1261214219,-0.287659375,1.4137807969,,,6.8468244673,,0.2960375437,,8.07560993803904E-07,,0.0017838041,
5.84,114.975881,1.622145,90.338466,-18.272737,72.065729,1.1260270156,-0.2855115156,1.4115385313,,,5.9243644752,,0.2937048851,,6.46798318313427E-07,,0.0016998215,
5.85,114.747201,1.581477,90.158788,-18.093676,72.065112,1.126017375,-0.2827136875,1.4087310625,,,4.8634439813,,0.2906801724,,6.31384551328524E-07,,0.0016912453,
5.86,114.464789,1.53523,89.936893,-17.872425,72.064468,1.1260073125,-0.2792566406,1.4052639531,,,3.697581872,,0.2869644063,,6.15494538597417E-07,,0.0016822938,
5.87,114.121335,1.48298,89.667035,-17.603169,72.063866,1.1259979063,-0.2750495156,1.4010474219,,,2.4946804378,,0.2824746717,,6.00823958973617E-07,,0.0016739261,
5.88,113.711257,1.424511,89.34483,-17.281403,72.063427,1.1259910469,-0.2700219219,1.3960129688,,,1.3674443011,,0.2771557825,,5.90237217947785E-07,,0.0016678241,
5.89,113.233049,1.360019,88.969094,-16.905773,72.063321,1.1259893906,-0.2641527031,1.3901420938,,,0.4777156109,,0.2710104609,,5.87695070132103E-07,,0.0016663507,
5.9,112.69227,1.290142,88.544195,-16.47496,72.069235,1.1260817969,-0.25742125,1.3835030469,,,0.022617375,,0.2640471641,,7.37913599410361E-07,,0.0017485542,
5.91,112.104982,1.216961,88.082753,-16.006912,72.075841,1.1261850156,-0.250108,1.3762930156,,,0.1908792149,,0.2565847447,,9.25901439413247E-07,,0.0018403763,
5.92,111.500282,1.143736,87.60763,-15.52991,72.07772,1.126214375,-0.2426548438,1.3688692188,,,1.08492485,,0.2490896217,,9.83264808728558E-07,,0.0018664941,
5.93,110.920269,1.074639,87.151904,-15.077198,72.074706,1.1261672813,-0.2355812188,1.3617485,,,2.6296198321,,0.2420789239,,8.92086578161564E-07,,0.0018246,
5.94,110.41536,1.014317,86.755188,-14.683553,72.071635,1.1261192969,-0.2294305156,1.3555498125,,,4.5220841589,,0.2360642766,,8.03746272535218E-07,,0.0017819137,
5.95,110.034329,0.967684,86.455807,-14.393471,72.062336,1.125974,-0.2248979844,1.3508719844,,,6.2878083014,,0.2316804287,,5.64334643528249E-07,,0.0016526594,
5.96,109.81193,0.937625,86.281064,-14.22374,72.057324,1.1258956875,-0.2222459375,1.348141625,,,7.4526229567,,0.2291344324,,4.52807329772151E-07,,0.0015829936,
5.97,109.759382,0.925322,86.239776,-14.183289,72.056487,1.1258826094,-0.2216138906,1.3474965,,,7.7422909963,,0.2285297356,,4.35377575400874E-07,,0.0015713594,
5.98,109.862947,0.929863,86.321149,-14.2664,72.054749,1.1258554531,-0.2229125,1.3487679531,,,7.1766780483,,0.2297730168,,4.00277940328929E-07,,0.0015472016,
5.99,110.091242,0.948187,86.500524,-14.442252,72.058272,1.1259105,-0.2256601875,1.3515706875,,,6.0056229752,,0.2324147551,,0.000000473,,0.0015961706,
6,110.407367,0.977358,86.748908,-14.692114,72.056794,1.1258874063,-0.2295642813,1.3554516875,,,4.5561425838,,0.2361942784,,4.41730843623762E-07,,0.0015756267,
6.01,110.780066,1.014164,87.041745,-14.985738,72.056007,1.1258751094,-0.2341521563,1.3600272656,,,3.1039859596,,0.2406747253,,4.25536353275952E-07,,0.0015646875,
6.02,111.189583,1.056591,87.363509,-15.307629,72.05588,1.125873125,-0.2391817031,1.3650548281,,,1.8287051721,,0.2456348732,,0.000000423,,0.0015629223,
6.03,111.627316,1.103567,87.707443,-15.651324,72.056119,1.1258768594,-0.2445519375,1.3704287969,,,0.8364259547,,0.2509868571,,4.27822575938192E-07,,0.0015662443,
6.04,112.091406,1.154807,88.072086,-16.021109,72.050977,1.1257965156,-0.2503298281,1.3761263438,,,0.2029261571,,0.2568095244,,3.29174977088329E-07,,0.0014947715,
6.05,112.580888,1.209384,88.45668,-16.405588,72.051092,1.1257983125,-0.2563373125,1.382135625,,,0.0015216819,,0.2629343652,,3.3124007579746E-07,,0.00149637,
6.06,113.091357,1.266998,88.857765,-16.812338,72.045427,1.1257097969,-0.2626927813,1.3884025781,,,0.3019257879,,0.2694925606,,2.37187482010189E-07,,0.0014176276,
6.07,113.613522,1.325974,89.268038,-17.223069,72.044969,1.1257026406,-0.2691104531,1.3948130938,,,1.1484181643,,0.2761969171,,2.30268234844641E-07,,0.0014112614,
6.08,114.134121,1.384985,89.677081,-17.632686,72.044395,1.1256936719,-0.2755107188,1.4012043906,,,2.5352337618,,0.2829651281,,2.21741135691507E-07,,0.001403283,
6.09,114.638051,1.442314,90.073027,-18.029195,72.043832,1.125684875,-0.2817061719,1.4073910469,,,4.3939359678,,0.2895947882,,2.13533729828413E-07,,0.0013954574,
6.1,115.110721,1.496529,90.444412,-18.406462,72.03795,1.1255929688,-0.2876009688,1.4131939375,,,6.5989478903,,0.2959739902,,0.000000137,,0.0013136987,
6.11,115.539658,1.545714,90.781435,-18.7438,72.037635,1.1255880469,-0.292871875,1.4184599219,,,8.98667738,,0.3017368867,,1.3342142409755E-07,,0.0013093202,
6.12,115.915336,1.588942,91.076612,-19.039154,72.037458,1.1255852813,-0.2974867813,1.4230720625,,,11.3802103834,,0.3068281738,,1.31408678761294E-07,,0.00130686,
6.13,116.231302,1.625357,91.324872,-19.287489,72.037383,1.1255841094,-0.3013670156,1.426951125,,,13.6118401618,,0.3111419146,,1.30560434825799E-07,,0.0013058175,
6.14,116.483564,1.654598,91.523078,-19.491195,72.031883,1.1254981719,-0.3045499219,1.4300480938,,,15.5368785974,,0.3147029018,,7.58418414662909E-08,,0.0012293685,
6.15,116.669724,1.676017,91.669347,-19.642962,72.026385,1.1254122656,-0.3069212813,1.4323335469,,,17.0391022058,,0.3173691139,,3.5905597925736E-08,,0.0011529474,
6.16,116.788127,1.689314,91.762378,-19.741591,72.020787,1.1253247969,-0.3084623594,1.4337871563,,,18.0306198779,,0.3191078376,,1.04078712600633E-08,,0.0010751363,
6.17,116.837023,1.694229,91.800796,-19.78558,72.015216,1.12523775,-0.3091496875,1.4343874375,,,18.4482597559,,0.3198848483,,2.24163778416956E-10,,0.0009977004,
6.18,116.814007,1.690275,91.782713,-19.767693,72.01502,1.1252346875,-0.3088702031,1.4341048906,,,18.2510754354,,0.3195687828,,1.41838572159304E-10,,0.0009949761,
6.19,116.716041,1.67719,91.705739,-19.685511,72.020228,1.1253160625,-0.3075861094,1.4329021719,,,17.42362624,,0.3181186247,,8.70201659718462E-09,,0.0010673663,
6.2,116.539541,1.655189,91.56706,-19.54714,72.01992,1.12531125,-0.3054240625,1.4307353125,,,15.9812993955,,0.3156844235,,7.82731247842237E-09,,0.0010630851,
6.21,116.280858,1.623842,91.363808,-19.344188,72.01962,1.1253065625,-0.3022529375,1.4275595,,,13.9799620257,,0.3121310356,,0.000000007,,0.0010589152,
6.22,115.93733,1.583332,91.093893,-19.079947,72.013946,1.1252179063,-0.2981241719,1.4233420781,,,11.5290857346,,0.3075347079,,2.37329737231934E-11,,0.0009800477,
6.23,115.508676,1.53365,90.757092,-18.748645,72.008447,1.1251319844,-0.2929475781,1.4180795625,,,8.8018829024,,0.3018200608,,8.24346418189926E-09,,0.0009036126,
6.24,114.998719,1.474976,90.35641,-18.342245,72.014165,1.1252213281,-0.2865975781,1.4118189063,,,6.036061513,,0.2948832379,,2.1018475507724E-12,,0.0009830917,
6.25,114.417124,1.408999,89.899442,-17.87917,72.020272,1.12531675,-0.2793620313,1.4046787813,,,3.5165428386,,0.287077331,,8.83075557840069E-09,,0.0010679779,
6.26,113.780813,1.338097,89.399481,-17.383593,72.015888,1.12524825,-0.2716186406,1.3968668906,,,1.5349568146,,0.2788395359,,6.48827878406109E-10,,0.0010070411,
6.27,113.114056,1.263931,88.875599,-16.852912,72.022687,1.1253544844,-0.26332675,1.3886812344,,,0.3273862229,,0.2701511828,,1.73465955569092E-08,,0.0011015459,
6.28,112.446963,1.19032,88.351453,-16.327409,72.024044,1.1253756875,-0.2551157656,1.3804914531,,,0.0090090962,,0.2616831091,,2.33813457722027E-08,,0.001120408,
6.29,111.811273,1.120289,87.851981,-15.826669,72.025312,1.1253955,-0.2472917031,1.3726872031,,,0.5337855057,,0.2537395312,,2.98329238284369E-08,,0.0011380329,
6.3,111.23484,1.056753,87.399068,-15.37293,72.026138,1.1254084063,-0.2402020313,1.3656104375,,,1.7083516246,,0.2466472955,,3.4457884323772E-08,,0.0011495142,
6.31,110.736894,1.001817,87.007824,-14.981503,72.026321,1.1254112656,-0.2340859844,1.35949725,,,3.2579717852,,0.2406098037,,3.55276224756829E-08,,0.0011520578,
6.32,110.324819,0.956714,86.684049,-14.663643,72.020406,1.1253188438,-0.2291194219,1.3544382656,,,4.915356192,,0.2357620746,,9.22864753626388E-09,,0.0010698404,
6.33,109.99448,0.921125,86.424496,-14.410407,72.014089,1.1252201406,-0.2251626094,1.35038275,,,6.4892429848,,0.2319352437,,6.95521942413347E-12,,0.0009820354,
6.34,109.733604,0.893968,86.219522,-14.20635,72.013172,1.1252058125,-0.2219742188,1.3471800313,,,7.8864099303,,0.2288743736,,2.87824797158558E-10,,0.0009692892,
6.35,109.527803,0.874631,86.057821,-14.050797,72.007024,1.12510975,-0.2195437031,1.3446534531,,,9.0846556951,,0.226554724,,1.27753061783864E-08,,0.0008838332,
6.36,109.366737,0.861856,85.931268,-13.924477,72.006791,1.1251061094,-0.2175699531,1.3426760625,,,10.0815283649,,0.2246796979,,1.36115447256308E-08,,0.0008805946,
6.37,109.247524,0.855705,85.8376,-13.830531,72.007069,1.1251104531,-0.2161020469,1.3412125,,,10.8527765725,,0.2232902661,,1.26168550787769E-08,,0.0008844587,
6.38,109.175476,0.856696,85.780992,-13.773246,72.007746,1.1251210313,-0.2152069688,1.340328,,,11.3326709022,,0.222445154,,1.03523807862136E-08,,0.0008938689,
6.39,109.162632,0.865656,85.7709,-13.756891,72.014009,1.1252188906,-0.2149514219,1.3401703125,,,11.4193120375,,0.2222041666,,1.51109069247849E-11,,0.0009809234,
6.4,109.223607,0.884283,85.818809,-13.804048,72.014761,1.1252306406,-0.21568825,1.3409188906,,,11.0109307848,,0.2228993695,,6.18224444287093E-11,,0.000991376,
6.41,109.370218,0.913279,85.934003,-13.918865,72.015138,1.1252365313,-0.2174822656,1.3427187969,,,10.0594351418,,0.2245965772,,1.89154636228021E-10,,0.0009966163,
6.42,109.606828,0.952617,86.119912,-14.099503,72.020409,1.1253188906,-0.2203047344,1.345623625,,,8.614525893,,0.2272797709,,9.23765590694428E-09,,0.0010698821,
6.43,109.927064,1.001961,86.371527,-14.351843,72.019684,1.1253075625,-0.2242475469,1.3495551094,,,6.8372588387,,0.2310546991,,7.18842839716917E-09,,0.0010598048,
6.44,110.313759,1.059503,86.67536,-14.662307,72.013053,1.1252039531,-0.2290985469,1.3543025,,,4.9645198886,,0.2357418032,,3.54372153797838E-10,,0.0009676352,
6.45,110.741916,1.12245,87.01177,-15.005406,72.006364,1.1250994375,-0.2344594688,1.3595589063,,,3.2398677337,,0.2409763462,,1.52128542721749E-08,,0.0008746593,
6.46,111.183657,1.188195,87.358852,-15.364463,71.994389,1.1249123281,-0.2400697344,1.3649820625,,,1.8447677048,,0.2465159062,,9.63790627975156E-08,,0.0007082091,
6.47,111.613094,1.253827,87.696268,-15.713548,71.98272,1.12473,-0.2455241875,1.3702541875,,,0.8626420573,,0.2519619694,,2.42830058728319E-07,,0.0005460123,
6.48,112.00951,1.316684,88.007739,-16.025412,71.982327,1.1247238594,-0.2503970625,1.3751209219,,,0.2834170279,,0.2568776728,,2.48919694588123E-07,,0.0005405496,
6.49,112.359529,1.375471,88.282755,-16.295012,71.987743,1.1248084844,-0.2546095625,1.3794180469,,,0.033251617,,0.2611654692,,1.71639124856924E-07,,0.000615831,
6.5,112.65717,1.430037,88.516616,-16.534079,71.982537,1.1247271406,-0.2583449844,1.383072125,,,0.013291955,,0.2649973488,,2.45656308369221E-07,,0.0005434686,
6.51,112.902066,1.479129,88.709035,-16.720572,71.988463,1.1248197344,-0.2612589375,1.3860786719,,,0.1297344884,,0.2680059233,,1.62444083044409E-07,,0.0006258389,
6.52,113.097708,1.523516,88.862755,-16.873813,71.988942,1.1248272188,-0.2636533281,1.3884805469,,,0.3089455893,,0.2704907744,,1.56467041148724E-07,,0.0006324969,
6.53,113.249434,1.563237,88.981968,-16.992515,71.989453,1.1248352031,-0.2655080469,1.39034325,,,0.5006337115,,0.2724234456,,1.50214206216266E-07,,0.0006395997,
6.54,113.363188,1.598187,89.071346,-17.070453,72.000893,1.1250139531,-0.2667258281,1.3917397813,,,0.674548048,,0.2736961509,,4.36077866537331E-08,,0.0007986135,
6.55,113.444714,1.62992,89.135403,-17.139554,71.995849,1.1249351406,-0.2678055313,1.3927406719,,,0.8151105696,,0.2748270312,,8.27352019694429E-08,,0.0007285029,
6.56,113.498897,1.657835,89.177975,-17.181784,71.996191,1.1249404844,-0.268465375,1.3934058594,,,0.9158829566,,0.2755192989,,7.96896342567873E-08,,0.0007332566,
6.57,113.529848,1.682456,89.202294,-17.205818,71.996476,1.1249449375,-0.2688409063,1.3937858438,,,0.9760822332,,0.2759136721,,7.71952878721021E-08,,0.000737218,
6.58,113.540998,1.704261,89.211055,-17.219806,71.991249,1.1248632656,-0.2690594688,1.3939227344,,,0.9982382586,,0.2761433306,,1.29249075875497E-07,,0.0006645637,
6.59,113.535149,1.722987,89.206459,-17.215007,71.991452,1.1248664375,-0.2689844844,1.3938509219,,,0.9865847784,,0.2760645287,,0.000000127,,0.0006673854,
6.6,113.514634,1.739049,89.19034,-17.198712,71.991628,1.1248691875,-0.268729875,1.3935990625,,,0.9462517861,,0.2757970406,,0.000000125,,0.0006698318,
6.61,113.481544,1.752843,89.164341,-17.178015,71.986326,1.1247863438,-0.2684064844,1.3931928281,,,0.8829698255,,0.275457479,,1.90474767286269E-07,,0.000596135,
6.62,113.437968,1.7643,89.130102,-17.149109,71.980993,1.1247030156,-0.2679548281,1.3926578438,,,0.8029750317,,0.2749835881,,2.7015282251312E-07,,0.0005220073,
6.63,113.385545,1.773328,89.088912,-17.107798,71.981114,1.1247049063,-0.2673093438,1.39201425,,,0.7117718825,,0.2743070352,,2.68191045873781E-07,,0.0005236892,
6.64,113.325599,1.780524,89.041812,-17.066051,71.975761,1.1246212656,-0.2666570469,1.3912783125,,,0.6142166324,,0.2736241885,,3.61817016975735E-07,,0.0004492835,
6.65,113.259558,1.785783,88.989923,-17.019493,71.97043,1.1245379688,-0.2659295781,1.3904675469,,,0.5150627753,,0.272863653,,0.000000469,,0.0003751836,
6.66,113.188747,1.788762,88.934285,-16.958367,71.975918,1.1246237188,-0.2649744844,1.3895982031,,,0.4184378743,,0.2718667529,,3.58871865198487E-07,,0.0004514658,
6.67,113.11407,1.790023,88.87561,-16.894197,71.981413,1.1247095781,-0.2639718281,1.3886814063,,,0.3274022441,,0.2708221714,,2.63374009059909E-07,,0.0005278452,
6.68,113.036035,1.789637,88.814297,-16.8274,71.986897,1.1247952656,-0.262928125,1.3877233906,,,0.2441898964,,0.2697369625,,1.82766745275616E-07,,0.0006040718,
6.69,112.955002,1.787892,88.750628,-16.763718,71.98691,1.1247954688,-0.2619330938,1.3867285625,,,0.1706703991,,0.2687043896,,1.82593109673532E-07,,0.0006042525,
6.7,112.871127,1.784357,88.684726,-16.692366,71.99236,1.124880625,-0.2608182188,1.3856988438,,,0.108404075,,0.2675498036,,1.1706860697845E-07,,0.0006800064,
6.71,112.784345,1.779279,88.61654,-16.618679,71.997861,1.1249665781,-0.2596668594,1.3846334375,,,0.0587896356,,0.266360043,,6.56383247100046E-08,,0.0007564693,
6.72,112.694206,1.77265,88.545716,-16.542391,72.003325,1.1250519531,-0.2584748594,1.3835268125,,,0.023203436,,0.2651310795,,2.91811037537514E-08,,0.0008324178,
6.73,112.600017,1.76514,88.47171,-16.479349,71.992361,1.1248806406,-0.2574898281,1.3823704688,,,0.0033799969,,0.2641176473,,1.17057914944341E-07,,0.0006800203,
6.74,112.50089,1.755762,88.393825,-16.406982,71.986843,1.1247944219,-0.2563590938,1.3811535156,,,0.0016801194,,0.2629567033,,1.83488884153628E-07,,0.0006033212,
6.75,112.395472,1.744677,88.310995,-16.329713,71.981282,1.1247075313,-0.2551517656,1.3798592969,,,0.0214350855,,0.261719942,,2.65479110336017E-07,,0.0005260243,
6.76,112.282269,1.731801,88.22205,-16.246371,71.975679,1.1246199844,-0.2538495469,1.3784695313,,,0.0673974866,,0.2603892447,,3.63360033781833E-07,,0.0004481437,
6.77,112.159811,1.717054,88.125833,-16.155754,71.970079,1.1245324844,-0.2524336563,1.3769661406,,,0.1459761545,,0.2589462382,,4.76505150656844E-07,,0.0003703048,
6.78,112.026607,1.699892,88.021172,-16.045755,71.975417,1.1246158906,-0.2507149219,1.3753308125,,,0.2655055009,,0.2571999758,,3.68312164556684E-07,,0.000444502,
6.79,111.881325,1.680968,87.907022,-15.931718,71.975304,1.124614125,-0.2489330938,1.3735472188,,,0.4363319291,,0.2553958465,,3.70458352678418E-07,,0.0004429313,
6.8,111.722781,1.660258,87.782451,-15.812697,71.969754,1.1245274063,-0.2470733906,1.3716007969,,,0.6709219579,,0.2535196396,,4.8354173162372E-07,,0.0003657874,
6.81,111.550239,1.637553,87.646882,-15.682643,71.964239,1.1244412344,-0.2450412969,1.3694825313,,,0.9833504033,,0.2514774208,,6.1081028146914E-07,,0.0002891299,
6.82,111.363524,1.612706,87.500177,-15.535972,71.964205,1.1244407031,-0.2427495625,1.3671902656,,,1.3885211164,,0.2491841768,,6.11640953691348E-07,,0.0002886573,
6.83,111.163211,1.585644,87.342788,-15.36764,71.975148,1.1246116875,-0.240119375,1.3647310625,,,1.9007261684,,0.2465652022,,3.73431476971973E-07,,0.0004407629,
6.84,110.950806,1.557558,87.175897,-15.200765,71.975132,1.1246114375,-0.2375119531,1.3621233906,,,2.5315141155,,0.2439825528,,3.73737084672016E-07,,0.0004405405,
6.85,110.728337,1.528057,87.0011,-15.020431,71.980669,1.1246979531,-0.2346942344,1.3593921875,,,3.2889355252,,0.2412068911,,2.75441044453846E-07,,0.0005175038,
6.86,110.498485,1.49777,86.820501,-14.834238,71.986263,1.1247853594,-0.2317849688,1.3565703281,,,4.1754600977,,0.2383577103,,1.91334966013185E-07,,0.0005952593,
6.87,110.264787,1.467401,86.636881,-14.650475,71.986406,1.1247875938,-0.2289136719,1.3537012656,,,5.185149156,,0.2355623117,,1.89385244411117E-07,,0.000597247,
6.88,110.031426,1.437248,86.453525,-14.466945,71.98658,1.1247903125,-0.2260460156,1.3508363281,,,6.3023755656,,0.2327869149,,0.000000187,,0.0005996655,
6.89,109.803286,1.407669,86.274272,-14.281988,71.992284,1.1248794375,-0.2231560625,1.3480355,,,7.4998930382,,0.2300065778,,1.17882630272124E-07,,0.00067895,
6.9,109.585887,1.379784,86.103458,-14.110917,71.992541,1.1248834531,-0.2204830781,1.3453665313,,,8.7378902353,,0.2274498494,,1.15141302928714E-07,,0.0006825223,
6.91,109.385515,1.354073,85.946022,-13.953167,71.992855,1.1248883594,-0.2180182344,1.3429065938,,,9.9626353355,,0.225104873,,1.11835749863207E-07,,0.0006868868,
6.92,109.209568,1.331327,85.807778,-13.814539,71.993239,1.1248943594,-0.2158521719,1.3407465313,,,11.1042983269,,0.2230541786,,1.07858727563093E-07,,0.0006922244,
6.93,109.066256,1.3124,85.695175,-13.701515,71.99366,1.1249009375,-0.2140861719,1.3389871094,,,12.0799570385,,0.2213891828,,1.0358124307205E-07,,0.0006980762,
6.94,108.964342,1.297936,85.6151,-13.615539,71.999561,1.1249931406,-0.2127427969,1.3377359375,,,12.7987728395,,0.2201268176,,5.27332780693873E-08,,0.0007800989,
6.95,108.912498,1.289241,85.574365,-13.574426,71.999939,1.1249990469,-0.2121004063,1.3370994531,,,13.1724083232,,0.2195244407,,5.00555715475289E-08,,0.0007853531,
6.96,108.918017,1.286763,85.578701,-13.578512,72.000189,1.1250029531,-0.21216425,1.3371672031,,,13.1323776722,,0.2195842708,,4.83229317038198E-08,,0.000788828,
6.97,108.985726,1.291381,85.631902,-13.642566,71.989336,1.124833375,-0.2131650938,1.3379984688,,,12.6462260015,,0.2205232596,,1.51634618528412E-07,,0.0006379734,
6.98,109.116659,1.302425,85.734778,-13.75112,71.983658,1.1247446563,-0.21486125,1.3396059063,,,11.7321338227,,0.2221191633,,2.2860031219856E-07,,0.0005590503,
6.99,109.306886,1.319452,85.884242,-13.900999,71.983243,1.1247381719,-0.2172031094,1.3419412813,,,10.4651813858,,0.2243320617,,2.34842999466194E-07,,0.0005532819,
7,109.547877,1.34158,86.073593,-14.085483,71.98811,1.1248142188,-0.2200856719,1.3448998906,,,8.9640495269,,0.2270709477,,1.66920579048576E-07,,0.0006209322,
