Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
3.994,114.374634,1.820732,89.866057,-17.840606,72.025451,1.1253976719,-0.2787594688,1.4041571406,,,,,6.18964335628409E-05,,4.7150851322597E-07,,0.001139965,
3.995,114.388644,1.820579,89.877065,-17.851614,72.025451,1.1253976719,-0.2789314688,1.4043291406,,,,,5.92196221072409E-05,,4.7150851322597E-07,,0.001139965,
3.996,114.402645,1.820413,89.888065,-17.862614,72.025451,1.1253976719,-0.2791033438,1.4045010156,,,,,5.66038595244285E-05,,4.7150851322597E-07,,0.001139965,
3.997,114.416634,1.820236,89.899056,-17.873606,72.02545,1.1253976563,-0.2792750938,1.40467275,,,,,0.000054049,,4.71487055195946E-07,,0.0011399511,
3.998,114.43061,1.820047,89.910038,-17.884587,72.025451,1.1253976719,-0.2794466719,1.4048443438,,,,,5.15556385898619E-05,,4.7150851322597E-07,,0.001139965,
3.999,114.444571,1.819846,89.921007,-17.895557,72.02545,1.1253976563,-0.2796180781,1.4050157344,,,,,4.91235476296118E-05,,4.71487055195946E-07,,0.0011399511,
4,114.458516,1.819632,89.931964,-17.906514,72.02545,1.1253976563,-0.2797892813,1.4051869375,,,,,0.000046753,,4.71487055195641E-07,,0.0011399511,
4.001,114.47246,1.819407,89.94292,-17.91747,72.02545,1.1253976563,-0.2799604688,1.405358125,,,,,4.44412709455408E-05,,4.71487055195946E-07,,0.0011399511,
4.002,114.486404,1.818935,89.953876,-17.922958,72.030918,1.1254830938,-0.2800462188,1.4055293125,,,,,4.33053314945659E-05,,5.96117795107971E-07,,0.0012159552,
4.003,114.500328,1.818685,89.964816,-17.933899,72.030917,1.1254830781,-0.2802171719,1.40570025,,,,,4.10845813058368E-05,,5.96093667644703E-07,,0.0012159413,
4.004,114.514234,1.818657,89.975743,-17.950295,72.025448,1.125397625,-0.2804733594,1.4058709844,,,,,0.000037866,,4.71444140600437E-07,,0.0011399233,
4.005,114.52812,1.818381,89.986653,-17.961206,72.025447,1.1253976094,-0.2806438438,1.4060414531,,,,,3.57969309787785E-05,,4.71422684035257E-07,,0.0011399094,
4.006,114.541979,1.818091,89.997542,-17.972095,72.025447,1.1253976094,-0.2808139844,1.4062115938,,,,,0.00003379,,4.71422684035257E-07,,0.0011399094,
4.007,114.555808,1.817788,90.008408,-17.982961,72.025447,1.1253976094,-0.2809837656,1.406381375,,,,,3.1844936230015E-05,,4.71422684035257E-07,,0.0011399094,
4.008,114.569606,1.817471,90.019249,-17.993802,72.025447,1.1253976094,-0.2811531563,1.4065507656,,,,,2.99618421772038E-05,,4.71422684035257E-07,,0.0011399094,
4.009,114.583369,1.81714,90.030063,-18.004616,72.025447,1.1253976094,-0.281322125,1.4067197344,,,,,2.81406102158022E-05,,4.71422684035257E-07,,0.0011399094,
4.01,114.597097,1.816794,90.04085,-18.015403,72.025447,1.1253976094,-0.2814906719,1.4068882813,,,,,2.63808126436619E-05,,4.71422684035561E-07,,0.0011399094,
4.011,114.610787,1.816433,90.051606,-18.026159,72.025447,1.1253976094,-0.2816587344,1.4070563438,,,,,2.46826438429774E-05,,4.71422684035561E-07,,0.0011399094,
4.012,114.624437,1.816058,90.062331,-18.036884,72.025447,1.1253976094,-0.2818263125,1.4072239219,,,,,2.30456153821082E-05,,4.71422684035257E-07,,0.0011399094,
4.013,114.638044,1.815668,90.073022,-18.047576,72.025446,1.1253975938,-0.281993375,1.4073909688,,,,,2.14695298313021E-05,,4.71401227958053E-07,,0.0011398955,
4.014,114.651606,1.815262,90.083678,-18.058232,72.025446,1.1253975938,-0.282159875,1.4075574688,,,,,1.99542891221019E-05,,4.71401227958358E-07,,0.0011398955,
4.015,114.665121,1.814841,90.094297,-18.068851,72.025446,1.1253975938,-0.2823257969,1.4077233906,,,,,1.84994657261557E-05,,4.71401227958358E-07,,0.0011398955,
4.016,114.678586,1.814404,90.104877,-18.079431,72.025446,1.1253975938,-0.2824911094,1.4078887031,,,,,1.71047425877337E-05,,4.71401227958358E-07,,0.0011398955,
4.017,114.691999,1.813951,90.115415,-18.08997,72.025445,1.1253975781,-0.2826557813,1.4080533594,,,,,1.57697634767909E-05,,4.71379772369435E-07,,0.0011398816,
4.018,114.705357,1.813482,90.125911,-18.100466,72.025445,1.1253975781,-0.2828197813,1.4082173594,,,,,1.44941333795909E-05,,4.7137977236974E-07,,0.0011398816,
4.019,114.718658,1.812996,90.136361,-18.110916,72.025445,1.1253975781,-0.2829830625,1.4083806406,,,,,1.32775327784582E-05,,4.71379772369435E-07,,0.0011398816,
4.02,114.731898,1.812494,90.146765,-18.121319,72.025446,1.1253975938,-0.2831456094,1.4085432031,,,,,1.21193663130086E-05,,4.71401227958358E-07,,0.0011398955,
4.021,114.745076,1.811974,90.157118,-18.131673,72.025445,1.1253975781,-0.2833073906,1.4087049688,,,,,1.10191252292711E-05,,4.71379772369435E-07,,0.0011398816,
4.022,114.758187,1.811437,90.167421,-18.141976,72.025445,1.1253975781,-0.283468375,1.4088659531,,,,,9.97626375130195E-06,,4.7137977236974E-07,,0.0011398816,
4.023,114.771231,1.810882,90.177669,-18.152225,72.025444,1.1253975625,-0.2836285156,1.4090260781,,,,,8.99029326865217E-06,,4.71358317269099E-07,,0.0011398677,
4.024,114.784203,1.81031,90.187862,-18.162417,72.025445,1.1253975781,-0.2837877656,1.4091853438,,,,,8.06066923581467E-06,,4.71379772369435E-07,,0.0011398816,
4.025,114.797101,1.809719,90.197996,-18.172552,72.025444,1.1253975625,-0.283946125,1.4093436875,,,,,7.18654066060193E-06,,4.71358317269403E-07,,0.0011398677,
4.026,114.809922,1.80911,90.208069,-18.182625,72.025444,1.1253975625,-0.2841035156,1.4095010781,,,,,6.36745558240215E-06,,4.71358317269099E-07,,0.0011398677,
4.027,114.822662,1.808482,90.218079,-18.192636,72.025443,1.1253975469,-0.2842599375,1.4096574844,,,,,5.60249916820811E-06,,4.71336862657043E-07,,0.0011398538,
4.028,114.835319,1.807835,90.228024,-18.20258,72.025444,1.1253975625,-0.2844153125,1.409812875,,,,,4.89110776990804E-06,,4.71358317269403E-07,,0.0011398677,
4.029,114.847889,1.807169,90.237901,-18.212457,72.025444,1.1253975625,-0.2845696406,1.4099672031,,,,,4.23230543828347E-06,,4.71358317269099E-07,,0.0011398677,
4.03,114.860372,1.806717,90.247709,-18.227731,72.019978,1.1253121563,-0.2848082969,1.4101204531,,,,,3.30730786953045E-06,,3.61380300545965E-07,,0.0010638913,
4.031,114.872764,1.806011,90.257445,-18.237468,72.019977,1.1253121406,-0.2849604375,1.4102725781,,,,,2.7770885983081E-06,,3.61361514879216E-07,,0.0010638774,
4.032,114.88506,1.805285,90.267106,-18.247129,72.019977,1.1253121406,-0.2851113906,1.4104235313,,,,,2.29676078507093E-06,,3.61361514878949E-07,,0.0010638774,
4.033,114.897255,1.804538,90.276689,-18.256711,72.019978,1.1253121563,-0.2852611094,1.4105732656,,,,,1.8653769292335E-06,,3.61380300545965E-07,,0.0010638913,
4.034,114.909348,1.803771,90.28619,-18.266213,72.019977,1.1253121406,-0.2854095781,1.4107217188,,,,,1.48186621728657E-06,,3.61361514879216E-07,,0.0010638774,
4.035,114.921333,1.802982,90.295607,-18.27563,72.019977,1.1253121406,-0.2855567188,1.4108688594,,,,,1.14528234291589E-06,,3.61361514879216E-07,,0.0010638774,
4.036,114.933208,1.802171,90.304937,-18.28496,72.019977,1.1253121406,-0.2857025,1.4110146406,,,,,8.54510553126758E-07,,3.61361514878949E-07,,0.0010638774,
4.037,114.944968,1.801339,90.314177,-18.294201,72.019976,1.125312125,-0.2858468906,1.4111590156,,,,,6.08410569045914E-07,,3.61342729700481E-07,,0.0010638635,
4.038,114.956611,1.800484,90.323325,-18.303349,72.019976,1.125312125,-0.2859898281,1.4113019531,,,,,4.05857261149042E-07,,3.61342729700481E-07,,0.0010638635,
4.039,114.968132,1.799606,90.332377,-18.312402,72.019975,1.1253121094,-0.2861312813,1.4114433906,,,,,2.45635368140867E-07,,3.61323945010027E-07,,0.0010638496,
4.04,114.979527,1.798706,90.341331,-18.321355,72.019976,1.125312125,-0.2862711719,1.4115832969,,,,,1.26540649136538E-07,,3.61342729700481E-07,,0.0010638635,
4.041,114.990793,1.797782,90.350183,-18.330207,72.019976,1.125312125,-0.2864094844,1.4117216094,,,,,4.72684234396514E-08,,3.61342729700481E-07,,0.0010638635,
4.042,115.001925,1.796835,90.358929,-18.338954,72.019975,1.1253121094,-0.2865461563,1.4118582656,,,,,6.51913330332374E-09,,3.61323945010294E-07,,0.0010638496,
4.043,115.01292,1.795863,90.367568,-18.347594,72.019974,1.1253120938,-0.2866811563,1.41199325,,,,,2.94402280332126E-09,,3.61305160808388E-07,,0.0010638357,
4.044,115.023773,1.794868,90.376096,-18.356121,72.019975,1.1253121094,-0.2868143906,1.4121265,,,,,3.51537094209012E-08,,3.61323945010294E-07,,0.0010638496,
4.045,115.034488,1.793613,90.384515,-18.359074,72.025441,1.1253975156,-0.2868605313,1.4122580469,,,,,5.45847758658086E-08,,4.71293954897777E-07,,0.001139826,
4.046,115.04506,1.792568,90.392821,-18.367381,72.02544,1.1253975,-0.2869903281,1.4123878281,,,,,1.32081891874027E-07,,4.71272501750565E-07,,0.0011398121,
4.047,115.055478,1.791497,90.401006,-18.375566,72.02544,1.1253975,-0.2871182188,1.4125157188,,,,,2.41396668965786E-07,,4.71272501750565E-07,,0.0011398121,
4.048,115.065737,1.7904,90.409067,-18.383627,72.02544,1.1253975,-0.2872441719,1.4126416719,,,,,0.000000381,,4.7127250175026E-07,,0.0011398121,
4.049,115.075833,1.789277,90.417,-18.39156,72.02544,1.1253975,-0.287368125,1.412765625,,,,,5.49418355001685E-07,,4.71272501750565E-07,,0.0011398121,
4.05,115.085762,1.788127,90.424801,-18.399362,72.025439,1.1253974844,-0.2874900313,1.4128875156,,,,,0.000000745,,4.71251049091635E-07,,0.0011397982,
4.051,115.095518,1.78695,90.432467,-18.407028,72.025439,1.1253974844,-0.2876098125,1.4130072969,,,,,9.66122093807974E-07,,4.71251049091635E-07,,0.0011397982,
4.052,115.105104,1.785981,90.439999,-18.420028,72.019971,1.1253120469,-0.2878129375,1.4131249844,,,,,1.4066911188079E-06,,3.61248811132092E-07,,0.001063794,
4.053,115.114513,1.784749,90.447392,-18.427422,72.01997,1.1253120313,-0.2879284688,1.4132405,,,,,1.69408797914076E-06,,3.61230028883311E-07,,0.0010637801,
4.054,115.123736,1.783489,90.454639,-18.434669,72.01997,1.1253120313,-0.2880417031,1.4133537344,,,,,2.00167523949269E-06,,3.61230028883311E-07,,0.0010637801,
4.055,115.132769,1.7822,90.461736,-18.441767,72.019969,1.1253120156,-0.2881526094,1.413464625,,,,,2.32779703065826E-06,,3.61211247122811E-07,,0.0010637662,
4.056,115.141607,1.780882,90.46868,-18.448711,72.019969,1.1253120156,-0.2882611094,1.413573125,,,,,2.67064877923329E-06,,3.61211247122811E-07,,0.0010637662,
4.057,115.150244,1.779534,90.475466,-18.455498,72.019968,1.125312,-0.2883671563,1.4136791563,,,,,3.02850086500316E-06,,3.61192465850593E-07,,0.0010637523,
4.058,115.158677,1.778156,90.482092,-18.462123,72.019969,1.1253120156,-0.2884706719,1.4137826875,,,,,3.39950431466134E-06,,3.61211247122811E-07,,0.0010637662,
4.059,115.166899,1.776748,90.488552,-18.468584,72.019968,1.125312,-0.288571625,1.413883625,,,,,0.000003782,,3.61192465850593E-07,,0.0010637523,
4.06,115.174906,1.77531,90.494844,-18.474876,72.019968,1.125312,-0.2886699375,1.4139819375,,,,,0.000004174,,3.61192465850593E-07,,0.0010637523,
4.061,115.182694,1.773839,90.500962,-18.480995,72.019967,1.1253119844,-0.2887655469,1.4140775313,,,,,4.57382157691767E-06,,3.61173685066656E-07,,0.0010637384,
4.062,115.190256,1.772338,90.506904,-18.486937,72.019967,1.1253119844,-0.2888583906,1.414170375,,,,,4.97956201322087E-06,,3.61173685066656E-07,,0.0010637384,
4.063,115.197588,1.770804,90.512665,-18.492698,72.019967,1.1253119844,-0.2889484063,1.4142603906,,,,,5.38940334062826E-06,,3.61173685066389E-07,,0.0010637384,
4.064,115.204691,1.769472,90.518246,-18.503743,72.014503,1.1252266094,-0.2891209844,1.4143475938,,,,,6.22046983886453E-06,,2.65845705985318E-07,,0.0009877899,
4.065,115.211561,1.767873,90.523644,-18.509141,72.014503,1.1252266094,-0.2892053281,1.4144319375,,,,,6.64830500362387E-06,,2.65845705985318E-07,,0.0009877899,
4.066,115.218185,1.766241,90.528848,-18.514346,72.014502,1.1252265938,-0.2892866563,1.41451325,,,,,7.07431714015317E-06,,2.65829593658176E-07,,0.000987776,
4.067,115.224557,1.764574,90.533855,-18.519353,72.014502,1.1252265938,-0.2893648906,1.4145914844,,,,,7.49660690014567E-06,,2.65829593658405E-07,,0.000987776,
4.068,115.230674,1.762874,90.538661,-18.524159,72.014502,1.1252265938,-0.2894399844,1.4146665781,,,,,7.91345832891459E-06,,2.65829593658405E-07,,0.000987776,
4.069,115.236528,1.761139,90.543261,-18.528759,72.014502,1.1252265938,-0.2895118594,1.4147384531,,,,,0.000008323,,2.65829593658176E-07,,0.000987776,
4.07,115.242115,1.759369,90.547651,-18.53315,72.014501,1.1252265781,-0.2895804688,1.4148070469,,,,,8.7235837195406E-06,,2.65813481819545E-07,,0.0009877621,
4.071,115.24743,1.757563,90.551827,-18.537326,72.014501,1.1252265781,-0.2896457188,1.4148722969,,,,,9.11328234321569E-06,,2.65813481819545E-07,,0.0009877621,
4.072,115.252466,1.755721,90.555784,-18.541284,72.0145,1.1252265625,-0.2897075625,1.414934125,,,,,9.49049745835795E-06,,2.65797370469195E-07,,0.0009877482,
4.073,115.25722,1.753842,90.559519,-18.545019,72.0145,1.1252265625,-0.2897659219,1.4149924844,,,,,9.85347465464886E-06,,2.65797370469195E-07,,0.0009877482,
4.074,115.261684,1.751927,90.563026,-18.548527,72.014499,1.1252265469,-0.2898207344,1.4150472813,,,,,1.0200594622877E-05,,2.65781259607126E-07,,0.0009877343,
4.075,115.265854,1.749974,90.566303,-18.551804,72.014499,1.1252265469,-0.2898719375,1.4150984844,,,,,1.05302852506079E-05,,2.65781259607126E-07,,0.0009877343,
4.076,115.269724,1.747984,90.569344,-18.554845,72.014499,1.1252265469,-0.2899194531,1.415146,,,,,1.08409232022301E-05,,2.65781259607126E-07,,0.0009877343,
4.077,115.27329,1.745955,90.572145,-18.557647,72.014498,1.1252265313,-0.2899632344,1.4151897656,,,,,1.11311444107519E-05,,2.65765149233339E-07,,0.0009877204,
4.078,115.276544,1.743888,90.574702,-18.560204,72.014498,1.1252265313,-0.2900031875,1.4152297188,,,,,1.13993348393577E-05,,2.65765149233339E-07,,0.0009877204,
4.079,115.279483,1.741782,90.577011,-18.562513,72.014498,1.1252265313,-0.2900392656,1.4152657969,,,,,1.16442569029894E-05,,2.65765149233339E-07,,0.0009877204,
4.08,115.282099,1.739636,90.579067,-18.56457,72.014497,1.1252265156,-0.2900714063,1.4152979219,,,,,1.18646412177281E-05,,2.65749039347604E-07,,0.0009877065,
4.081,115.284389,1.737451,90.580866,-18.56637,72.014496,1.1252265,-0.2900995313,1.4153260313,,,,,1.20591858561656E-05,,2.65732929950608E-07,,0.0009876926,
4.082,115.286347,1.735225,90.582404,-18.567908,72.014496,1.1252265,-0.2901235625,1.4153500625,,,,,1.22266668215577E-05,,2.65732929950379E-07,,0.0009876926,
4.083,115.287967,1.732959,90.583677,-18.569181,72.014496,1.1252265,-0.2901434531,1.4153699531,,,,,1.23661641670301E-05,,2.65732929950379E-07,,0.0009876926,
4.084,115.289244,1.730651,90.584681,-18.570185,72.014496,1.1252265,-0.2901591406,1.4153856406,,,,,1.24767422005581E-05,,2.65732929950608E-07,,0.0009876926,
4.085,115.290173,1.728302,90.58541,-18.570915,72.014495,1.1252264844,-0.2901705469,1.4153970313,,,,,1.25574516016675E-05,,2.65716821041435E-07,,0.0009876787,
4.086,115.290748,1.725911,90.585862,-18.571367,72.014495,1.1252264844,-0.2901776094,1.4154040938,,,,,1.26075555294081E-05,,2.65716821041664E-07,,0.0009876787,
4.087,115.290964,1.723478,90.586032,-18.571538,72.014494,1.1252264688,-0.2901802813,1.41540675,,,,,1.26265367854407E-05,,2.65700712620773E-07,,0.0009876648,
4.088,115.290817,1.721003,90.585916,-18.571423,72.014493,1.1252264531,-0.2901784844,1.4154049375,,,,,1.26137700409894E-05,,2.65684604688391E-07,,0.0009876509,
4.089,115.290308,1.718719,90.585517,-18.576493,72.009024,1.125141,-0.2902577031,1.4153987031,,,,,1.31827502126925E-05,,1.84893894050418E-07,,0.0009116328,
4.09,115.289433,1.716158,90.584829,-18.575806,72.009023,1.1251409844,-0.2902469688,1.4153879531,,,,,1.31049165790906E-05,,1.84880457016467E-07,,0.0009116189,
4.091,115.28818,1.713554,90.583845,-18.574822,72.009023,1.1251409844,-0.2902315938,1.4153725781,,,,,1.29938357757033E-05,,1.84880457016467E-07,,0.0009116189,
4.092,115.286543,1.710905,90.582558,-18.573536,72.009022,1.1251409688,-0.2902115,1.4153524688,,,,,1.28493757999267E-05,,1.84867020470798E-07,,0.000911605,
4.093,115.284518,1.708212,90.580967,-18.571945,72.009022,1.1251409688,-0.2901866406,1.4153276094,,,,,1.26717718279332E-05,,1.84867020470798E-07,,0.000911605,
4.094,115.282099,1.705475,90.579067,-18.570045,72.009022,1.1251409688,-0.2901569531,1.4152979219,,,,,1.24612934216051E-05,,1.84867020470607E-07,,0.000911605,
4.095,115.279284,1.702693,90.576855,-18.567834,72.009021,1.1251409531,-0.2901224063,1.4152633594,,,,,1.22185821204283E-05,,1.84853584413219E-07,,0.0009115911,
4.096,115.276067,1.699866,90.574327,-18.565307,72.00902,1.1251409375,-0.2900829219,1.4152238594,,,,,1.19441051717989E-05,,1.84840148844113E-07,,0.0009115772,
4.097,115.27245,1.696759,90.571486,-18.556996,72.01449,1.1252264063,-0.2899530625,1.4151794688,,,,,1.1063374272458E-05,,2.65636283820706E-07,,0.0009876092,
4.098,115.268429,1.693841,90.568326,-18.553837,72.014489,1.1252263906,-0.2899037031,1.4151300938,,,,,1.07374557593928E-05,,2.6562017784145E-07,,0.0009875953,
4.099,115.263995,1.690878,90.564842,-18.550353,72.014489,1.1252263906,-0.2898492656,1.4150756563,,,,,1.03836569774896E-05,,2.6562017784145E-07,,0.0009875953,
4.1,115.259142,1.687869,90.561029,-18.54654,72.014489,1.1252263906,-0.2897896875,1.4150160781,,,,,1.00032412166579E-05,,2.6562017784145E-07,,0.0009875953,
4.101,115.253869,1.684813,90.556886,-18.542397,72.014489,1.1252263906,-0.2897249531,1.4149513438,,,,,9.59794927520523E-06,,2.6562017784145E-07,,0.0009875953,
4.102,115.248178,1.681946,90.552415,-18.543397,72.009018,1.1251409063,-0.2897405781,1.4148814844,,,,,0.000009695,,1.84813279170743E-07,,0.0009115494,
4.103,115.242067,1.678798,90.547613,-18.538596,72.009017,1.1251408906,-0.2896655625,1.4148064531,,,,,9.2334855899577E-06,,1.8479984506648E-07,,0.0009115355,
4.104,115.235526,1.675604,90.542473,-18.533456,72.009017,1.1251408906,-0.28958525,1.4147261406,,,,,8.75185010592671E-06,,1.8479984506648E-07,,0.0009115355,
4.105,115.22855,1.672363,90.536993,-18.527976,72.009017,1.1251408906,-0.289499625,1.4146405156,,,,,8.25256386380152E-06,,1.8479984506648E-07,,0.0009115355,
4.106,115.221148,1.66931,90.531176,-18.527626,72.00355,1.1250554688,-0.2894941563,1.414549625,,,,,8.22117331290331E-06,,1.1865382832081E-07,,0.0008355453,
4.107,115.213316,1.665976,90.525023,-18.521473,72.00355,1.1250554688,-0.2893980156,1.4144534844,,,,,7.67909621692704E-06,,1.1865382832081E-07,,0.0008355453,
4.108,115.205044,1.662595,90.518524,-18.514974,72.00355,1.1250554688,-0.2892964688,1.4143519375,,,,,7.12661119274058E-06,,1.1865382832081E-07,,0.0008355453,
4.109,115.19633,1.659168,90.511677,-18.508127,72.00355,1.1250554688,-0.2891894844,1.4142449531,,,,,6.56685200443967E-06,,1.1865382832081E-07,,0.0008355453,
4.11,115.187172,1.655693,90.504481,-18.500932,72.003549,1.1250554531,-0.2890770625,1.4141325156,,,,,6.0033090172578E-06,,1.18643064138263E-07,,0.0008355314,
4.111,115.177569,1.652172,90.496936,-18.493387,72.003549,1.1250554531,-0.2889591719,1.414014625,,,,,5.4395042267363E-06,,1.18643064138416E-07,,0.0008355314,
4.112,115.167529,1.64884,90.489047,-18.490968,71.998079,1.1249699844,-0.288921375,1.4138913594,,,,,5.26462745690156E-06,,6.70692289664916E-08,,0.0007594994,
4.113,115.157052,1.645226,90.480815,-18.482736,71.998079,1.1249699844,-0.28879275,1.4137627344,,,,,4.6909174849266E-06,,6.70692289664916E-08,,0.0007594994,
4.114,115.146134,1.641332,90.472237,-18.46869,72.003547,1.1250554219,-0.2885732813,1.4136287031,,,,,3.78841009154065E-06,,1.1862153723847E-07,,0.0008355036,
4.115,115.134774,1.637627,90.463311,-18.459765,72.003546,1.1250554063,-0.2884338281,1.4134892344,,,,,0.000003265,,1.18610774520766E-07,,0.0008354897,
4.116,115.122969,1.633875,90.454035,-18.450489,72.003546,1.1250554063,-0.2882888906,1.4133442969,,,,,2.76222147994587E-06,,1.18610774520766E-07,,0.0008354897,
4.117,115.110718,1.630078,90.44441,-18.440864,72.003546,1.1250554063,-0.2881385,1.4131939063,,,,,2.28494242032674E-06,,1.18610774520766E-07,,0.0008354897,
4.118,115.098022,1.626235,90.434435,-18.430889,72.003546,1.1250554063,-0.2879826406,1.4130380469,,,,,0.000001838,,1.18610774520766E-07,,0.0008354897,
4.119,115.084885,1.622348,90.424112,-18.420567,72.003545,1.1250553906,-0.2878213594,1.41287675,,,,,1.42673940972078E-06,,1.18600012291496E-07,,0.0008354758,
4.12,115.071306,1.618416,90.413443,-18.409898,72.003545,1.1250553906,-0.2876546563,1.4127100469,,,,,1.05628825375322E-06,,1.18600012291496E-07,,0.0008354758,
4.121,115.05729,1.614439,90.40243,-18.398885,72.003545,1.1250553906,-0.2874825781,1.4125379688,,,,,7.32189503136482E-07,,1.18600012291496E-07,,0.0008354758,
4.122,115.042838,1.610419,90.391076,-18.38753,72.003546,1.1250554063,-0.2873051563,1.4123605625,,,,,0.00000046,,1.18610774520766E-07,,0.0008354897,
