Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,Energy Drift
1.61,109.381808,1.412558,993.12038,-159.629207,833.491173,13.0232995781,-2.4942063594,15.5175059375,,,9.986050362,,7.5660220984,,141.5642315441,,10.5853675633,
1.62,109.464639,1.400502,993.872435,-160.36695,833.505485,13.0235232031,-2.5057335938,15.5292567969,,,9.4694076116,,7.6295695265,,141.5695530089,,10.5855664974,
1.63,109.528745,1.38634,994.454478,-160.949134,833.505344,13.023521,-2.5148302188,15.5383512188,,,9.0789780628,,7.6799050797,,141.569500582,,10.5855645375,
1.64,109.584928,1.371006,994.96459,-161.441967,833.522623,13.0237909844,-2.5225307344,15.5463217188,,,8.7435607481,,7.7226447037,,141.5759253641,,10.5858047123,
1.65,109.645322,1.355806,995.512924,-161.990144,833.52278,13.0237934375,-2.531096,15.5548894375,,,8.3900439547,,7.7703232088,,141.5759837415,,10.5858068946,
1.66,109.720859,1.341769,996.198757,-162.683467,833.51529,13.0236764063,-2.5419291719,15.5656055781,,,7.9581553017,,7.8308361484,,141.573198746,,10.585702785,
1.67,109.818815,1.329563,997.08814,-163.572246,833.515894,13.0236858438,-2.5558163438,15.5795021875,,,7.4150789586,,7.9087517012,,141.5734233294,,10.5857111805,
1.68,109.941651,1.319557,998.203418,-164.700379,833.503039,13.0234849844,-2.5734434219,15.5969284063,,,6.7611869989,,8.0082059263,,141.568643534,,10.5855324985,
1.69,110.087503,1.311461,999.527658,-166.006446,833.521212,13.0237689375,-2.5938507188,15.6176196563,,,6.0239628207,,8.1241226792,,141.5754007121,,10.5857850997,
1.7,110.251469,1.304939,1001.016375,-167.467059,833.549316,13.0242080625,-2.6166727969,15.6408808594,,,5.2459791545,,8.2547423651,,141.5858508031,,10.5861757399,
1.71,110.426875,1.299519,1002.608954,-169.053768,833.555186,13.0242997813,-2.641465125,15.6657649063,,,4.4732430156,,8.397819035,,141.5880335317,,10.5862573318,
1.72,110.606098,1.29448,1004.236192,-170.69185,833.544342,13.0241303438,-2.6670601563,15.6911905,,,3.7472490827,,8.5468177752,,141.5840012606,,10.5861066022,
1.73,110.780954,1.289023,1005.823776,-172.296186,833.52759,13.0238685938,-2.6921279063,15.7159965,,,3.1008577678,,8.694017006,,141.577772251,,10.5858737527,
1.74,110.942828,1.282388,1007.29349,-173.79922,833.49427,13.0233479688,-2.7156128125,15.7389607813,,,2.5569649289,,8.8330619442,,141.5653830571,,10.585410611,
1.75,111.083005,1.273647,1008.566211,-175.088856,833.477355,13.0230836719,-2.735763375,15.7588470469,,,2.1283141036,,8.9532448174,,141.5590938524,,10.5851754958,
1.76,111.193245,1.26213,1009.567128,-176.111719,833.455409,13.0227407656,-2.7517456094,15.774486375,,,1.8188143645,,9.049144247,,141.5509342682,,10.5848704506,
1.77,111.266434,1.247209,1010.231636,-176.802648,833.428988,13.0223279375,-2.762541375,15.7848693125,,,1.6267606087,,9.1142119985,,141.5411111786,,10.5845032038,
1.78,111.297407,1.228375,1010.512857,-177.092436,833.420421,13.0221940781,-2.7670693125,15.7892633906,,,1.5487112034,,9.1415719638,,141.5379261184,,10.5843841241,
1.79,111.28385,1.205584,1010.389765,-176.986936,833.402829,13.0219192031,-2.765420875,15.7873400781,,,1.5826376165,,9.1316065689,,141.531385834,,10.5841395987,
1.8,111.226872,1.178865,1009.872442,-176.452447,833.419995,13.0221874219,-2.7570694844,15.7792569063,,,1.7292440912,,9.0812029345,,141.53776774,,10.5843782028,
1.81,111.131237,1.14899,1009.004133,-175.592271,833.411862,13.0220603438,-2.7436292344,15.7656895781,,,1.9899115829,,9.0003790958,,141.5347440682,,10.5842651556,
1.82,111.005086,1.116713,1007.858762,-174.44821,833.410552,13.022039875,-2.7257532813,15.7477931563,,,2.3617335209,,8.8934406679,,141.5342570419,,10.5842469469,
1.83,110.859065,1.083239,1006.532976,-173.139607,833.393369,13.0217713906,-2.7053063594,15.72707775,,,2.8318638303,,8.771905646,,141.5278688949,,10.5840081065,
1.84,110.705026,1.049691,1005.134397,-171.741847,833.39255,13.0217585938,-2.6834663594,15.7052249531,,,3.3740298951,,8.643013815,,141.5275644178,,10.5839967225,
1.85,110.554765,1.017379,1003.770117,-170.378851,833.391266,13.0217385313,-2.6621695469,15.6839080781,,,3.9486230783,,8.518246358,,141.5270870697,,10.5839788752,
1.86,110.419223,0.98745,1002.539481,-169.144541,833.39494,13.0217959375,-2.6428834531,15.6646793906,,,4.5056695939,,8.4060413901,,141.5284529417,,10.5840299431,
1.87,110.308309,0.960928,1001.532444,-168.117571,833.414873,13.0221073906,-2.6268370469,15.6489444375,,,4.9888361019,,8.3132516276,,141.5358634885,,10.584307008,
1.88,110.231087,0.938926,1000.831315,-167.418349,833.412966,13.0220775938,-2.6159117031,15.6379892969,,,5.3397608643,,8.2503695372,,141.5351545094,,10.584280501,
1.89,110.196031,0.922152,1000.513028,-167.074614,833.438414,13.0224752188,-2.6105408438,15.6330160625,,,5.5030040543,,8.2195444542,,141.5446156413,,10.5846342233,
1.9,110.21072,0.91149,1000.646401,-167.183051,833.46335,13.0228648438,-2.6122351719,15.6351000156,,,5.4343034908,,8.229262517,,141.5538867271,,10.584980829,
1.91,110.28078,0.907675,1001.282503,-167.839535,833.442968,13.022546375,-2.6224927344,15.6450391094,,,5.1125698591,,8.2882188402,,141.5463087741,,10.5846975231,
1.92,110.408726,0.910768,1002.444167,-169.017785,833.426382,13.0222872188,-2.6409028906,15.6631901094,,,4.5503428264,,8.3945607541,,141.5401423097,,10.5844669809,
1.93,110.593522,0.92064,1004.122008,-170.702465,833.419543,13.0221803594,-2.6672260156,15.689406375,,,3.7960960087,,8.5477875806,,141.5375996954,,10.5843719201,
1.94,110.831383,0.937056,1006.281637,-172.902343,833.379294,13.0215514688,-2.7015991094,15.7231505781,,,2.9257974521,,8.7499595662,,141.5226363207,,10.5838124667,
1.95,111.116759,0.959216,1008.872683,-175.512482,833.360201,13.0212531406,-2.7423825313,15.7636356719,,,2.0309677526,,8.9929002738,,141.5155383909,,10.5835470776,
1.96,111.442271,0.986245,1011.828137,-178.444781,833.383356,13.0216149375,-2.7881997031,15.8098146406,,,1.2091383233,,9.2697940671,,141.524146415,,10.5838689277,
1.97,111.797746,1.017345,1015.055628,-181.67867,833.376958,13.0215149688,-2.8387292188,15.8602441875,,,0.5537343071,,9.5800350263,,141.5217678901,,10.5837799967,
1.98,112.169261,1.051071,1018.428762,-185.082205,833.346557,13.0210399531,-2.8919094531,15.9129494063,,,0.1388443669,,9.9120661689,,141.5104662664,,10.5833574287,
1.99,112.539529,1.085571,1021.790568,-188.464424,833.326144,13.020721,-2.944756625,15.965477625,,,5.52371736706414E-06,,10.2476210821,,141.502877952,,10.5830736919,
2,112.89006,1.11913,1024.973179,-191.688232,833.284947,13.0200772969,-2.995128625,16.0152059219,,,0.1212298284,,10.5726591635,,141.4875640276,,10.5825010615,
2.01,113.204383,1.149903,1027.827041,-194.547652,833.279389,13.0199904531,-3.0398070625,16.0597975156,,,0.4389112068,,10.8652047967,,141.4854980476,,10.5824238063,
2.02,113.471015,1.17684,1030.247899,-196.970164,833.277735,13.0199646094,-3.0776588125,16.0976234219,,,0.8632932252,,11.116174533,,141.4848832374,,10.582400816,
2.03,113.685051,1.19937,1032.191215,-198.905591,833.285624,13.020087875,-3.1078998594,16.1279877344,,,1.3068416294,,11.3187419648,,141.4878156782,,10.5825104716,
2.04,113.848249,1.217637,1033.672951,-200.387604,833.285347,13.0200835469,-3.1310563125,16.1511398594,,,1.7066019002,,11.4750902623,,141.4877127133,,10.5825066214,
2.05,113.967409,1.232037,1034.754847,-201.435852,833.318995,13.0206092969,-3.1474351875,16.1680444844,,,2.0321350425,,11.5863250889,,141.5002204358,,10.5829743221,
2.06,114.0518,1.243508,1035.521066,-202.168578,833.352488,13.021132625,-3.1588840313,16.1800166563,,,2.2798606441,,11.6643968967,,141.5126710903,,10.5834398684,
2.07,114.111037,1.252978,1036.058906,-202.690013,833.368893,13.0213889531,-3.1670314531,16.1884204063,,,2.4622560161,,11.72011535,,141.5187696686,,10.5836678948,
2.08,114.154375,1.261279,1036.452387,-203.078033,833.374354,13.0214742813,-3.1730942656,16.1945685469,,,2.6001425147,,11.7616637653,,141.520799831,,10.5837438016,
2.09,114.191631,1.269314,1036.790649,-203.420489,833.37016,13.02140875,-3.1784451406,16.1998538906,,,2.7216808069,,11.7983943507,,141.5192406828,,10.5836855058,
2.1,114.234669,1.278126,1037.181405,-203.813704,833.367701,13.0213703281,-3.184589125,16.2059594531,,,2.8655371072,,11.8406397862,,141.5183265367,,10.5836513262,
2.11,114.297914,1.288971,1037.755634,-204.37871,833.376924,13.0215144375,-3.1934173438,16.2149317813,,,3.0836580116,,11.9014739324,,141.5217552503,,10.5837795241,
2.12,114.396146,1.303289,1038.647524,-205.285492,833.362032,13.02128175,-3.2075858125,16.2288675625,,,3.4383051468,,11.9994328984,,141.5162190677,,10.5835725282,
2.13,114.53928,1.321692,1039.947091,-206.562796,833.384295,13.0216296094,-3.2275436875,16.2491732969,,,3.9896097201,,12.1381001619,,141.5244955,,10.5838819796,
2.14,114.7264,1.344328,1041.64603,-208.280336,833.365694,13.0213389688,-3.25438025,16.2757192188,,,4.7721308679,,12.3258163301,,141.5175804262,,10.5836234293,
2.15,114.943215,1.369713,1043.614579,-210.273772,833.340807,13.0209501094,-3.2855276875,16.3064777969,,,5.766413341,,12.5454922245,,141.5083287448,,10.5832775048,
2.16,115.165723,1.39545,1045.634811,-212.281008,833.353803,13.0211531719,-3.31689075,16.3380439219,,,6.8845559772,,12.7686493945,,141.5131599383,,10.5834581467,
2.17,115.368072,1.419394,1047.472018,-214.134358,833.33766,13.0209009375,-3.3458493438,16.3667502813,,,7.9873654093,,12.9764449111,,141.5071588768,,10.5832337621,
2.18,115.530022,1.439455,1048.94243,-215.598795,833.343635,13.0209942969,-3.3687311719,16.3897254688,,,8.9289970406,,13.1418221435,,141.5093800317,,10.5833168134,
2.19,115.640648,1.454763,1049.946843,-216.624497,833.322346,13.0206616563,-3.3847577656,16.4054194219,,,9.6023677102,,13.2582770925,,141.5014661086,,10.5830209004,
2.2,115.698355,1.464975,1050.470786,-217.159919,833.310867,13.0204822969,-3.3931237344,16.4136060313,,,9.9633391035,,13.3192712741,,141.4971990238,,10.5828613445,
2.21,115.708799,1.470533,1050.565612,-217.247779,833.317833,13.0205911406,-3.3944965469,16.4150876875,,,10.0293806459,,13.3292934755,,141.4997884849,,10.5829581706,
2.22,115.682185,1.472521,1050.323977,-217.025633,833.298344,13.020286625,-3.3910255156,16.4113121406,,,9.861520147,,13.3039605359,,141.4925439266,,10.5826872772,
2.23,115.630825,1.471926,1049.85766,-216.56835,833.28931,13.0201454688,-3.3838804688,16.4040259375,,,9.5415857908,,13.2518890499,,141.4891858213,,10.5825617063,
2.24,115.567076,1.469884,1049.27886,-215.983186,833.295674,13.0202449063,-3.3747372813,16.3949821875,,,9.1518153218,,13.1854044932,,141.4915514339,,10.5826501647,
2.25,115.502208,1.467525,1048.689898,-215.388884,833.301014,13.0203283438,-3.3654513125,16.3857796563,,,8.7635462548,,13.1180528373,,141.4935364227,,10.5827243897,
2.26,115.446194,1.465883,1048.181323,-214.897371,833.283952,13.02006175,-3.3577714219,16.3778331719,,,8.4350441148,,13.0624804527,,141.4871941722,,10.5824872311,
2.27,115.408051,1.465709,1047.835007,-214.562965,833.272042,13.0198756563,-3.3525463281,16.3724219844,,,8.2149404489,,13.0247386306,,141.4827670964,,10.5823216844,
2.28,115.395844,1.467761,1047.724169,-214.459446,833.264723,13.0197612969,-3.3509288438,16.3706901406,,,8.1451147429,,13.0130663084,,141.4800465794,,10.5822199517,
2.29,115.415607,1.472554,1047.903608,-214.632002,833.271606,13.0198688438,-3.3536250313,16.373493875,,,8.2583111294,,13.0325258308,,141.4826050318,,10.5823156241,
2.3,115.469214,1.480251,1048.390328,-215.099071,833.291257,13.0201758906,-3.3609229844,16.381098875,,,8.5692886859,,13.0852711733,,141.4899095539,,10.5825887692,
2.31,115.55247,1.490653,1049.146238,-215.877248,833.26899,13.0198279688,-3.373082,16.3929099688,,,9.0636566098,,13.1733860139,,141.4816326462,,10.5822792622,
2.32,115.655101,1.502505,1050.07807,-216.795227,833.282843,13.0200444219,-3.3874254219,16.4074698438,,,9.6921496086,,13.2777111045,,141.486781942,,10.5824718163,
2.33,115.763198,1.51469,1051.059526,-217.773337,833.286189,13.0200967031,-3.4027083906,16.4228050938,,,10.3768944311,,13.3893226514,,141.488025697,,10.582518325,
2.34,115.863078,1.525982,1051.966372,-218.702166,833.264206,13.0197532188,-3.4172213438,16.4369745625,,,11.0303610772,,13.4957431997,,141.4798544083,,10.5822127655,
2.35,115.94445,1.535337,1052.705185,-219.470536,833.234649,13.0192913906,-3.429227125,16.4485185156,,,11.5774876475,,13.5840975421,,141.4688681642,,10.5818019289,
2.36,116.001859,1.542139,1053.226418,-220.007916,833.218502,13.0190390938,-3.4376236875,16.4566627813,,,11.9714598081,,13.6460618114,,141.4628665552,,10.5815774887,
2.37,116.034366,1.546369,1053.521565,-220.333669,833.187896,13.018560875,-3.4427135781,16.4612744531,,,12.1974636361,,13.6836924171,,141.4514910919,,10.5811520712,
2.38,116.044289,1.548053,1053.611661,-220.42625,833.185411,13.0185220469,-3.4441601563,16.4626822031,,,12.2668739939,,13.6943967214,,141.4505675014,,10.5811175301,
2.39,116.035793,1.547644,1053.534521,-220.34571,833.188811,13.0185751719,-3.4429017188,16.4614768906,,,12.2074332295,,13.6850843723,,141.4518311673,,10.5811647895,
2.4,116.013908,1.545709,1053.335819,-220.165733,833.170086,13.0182825938,-3.4400895781,16.4583721719,,,12.0549835783,,13.6642861762,,141.4448717834,,10.5809045156,
2.41,115.983984,1.542624,1053.064127,-219.901916,833.162211,13.0181595469,-3.4359674375,16.4541269844,,,11.848085048,,13.6338279887,,141.4419449908,,10.5807950546,
2.42,115.951207,1.538886,1052.76653,-219.601685,833.164845,13.0182007031,-3.4312763281,16.4494770313,,,11.6235156456,,13.5992070777,,141.4429239299,,10.5808316667,
2.43,115.920276,1.534993,1052.485695,-219.318704,833.166991,13.0182342344,-3.42685475,16.4450889844,,,11.4135645396,,13.5666156299,,141.4437215038,,10.5808614957,
2.44,115.895063,1.531305,1052.256782,-219.083135,833.173647,13.0183382344,-3.4231739844,16.4415122188,,,11.2438412009,,13.5395145331,,141.446195261,,10.5809540128,
2.45,115.878139,1.528164,1052.103118,-218.940363,833.162755,13.0181680469,-3.4209431719,16.4391112188,,,11.1306290594,,13.5231024788,,141.4421471708,,10.5808026161,
2.46,115.87052,1.525663,1052.033946,-218.893734,833.140212,13.0178158125,-3.4202145938,16.4380304063,,,11.0798491826,,13.5177444966,,141.4337690866,,10.5804892727,
2.47,115.87168,1.523692,1052.044474,-218.916675,833.127799,13.0176218594,-3.4205730469,16.4381949063,,,11.0875729748,,13.5203804374,,141.4291559131,,10.5803167344,
2.48,115.879664,1.522089,1052.116965,-218.991526,833.125439,13.0175849844,-3.4217425938,16.4393275781,,,11.1408069773,,13.5289826693,,141.42827885,,10.5802839308,
2.49,115.891291,1.520634,1052.222528,-219.105314,833.117214,13.0174564688,-3.4235205313,16.440977,,,11.2185590107,,13.5420649664,,141.4252221578,,10.5801696049,
2.5,115.902482,1.518965,1052.324137,-219.220832,833.103305,13.0172391406,-3.4253255,16.4425646406,,,11.2936507828,,13.55535263,,141.4200531713,,10.5799762725,
2.51,115.908952,1.516694,1052.382883,-219.298495,833.084388,13.0169435625,-3.4265389844,16.4434825469,,,11.3371788432,,13.5642896177,,141.4130232189,,10.5797133298,
2.52,115.907033,1.513427,1052.365462,-219.288123,833.077339,13.0168334219,-3.4263769219,16.4432103438,,,11.3242597006,,13.5630959003,,141.4104037079,,10.57961535,
2.53,115.894264,1.509071,1052.249522,-219.200564,833.048958,13.0163899688,-3.4250088125,16.4413987813,,,11.2384834517,,13.5530207959,,141.3998571607,,10.5792208596,
2.54,115.869373,1.503351,1052.023527,-218.980438,833.043089,13.0162982656,-3.4215693438,16.4378676094,,,11.0722145964,,13.5277082112,,141.3976762548,,10.5791392816,
2.55,115.83152,1.496272,1051.679844,-218.637361,833.042483,13.0162887969,-3.4162087656,16.4324975625,,,10.8217362048,,13.488304499,,141.3974510676,,10.5791308583,
2.56,115.77965,1.487811,1051.208899,-218.172783,833.036116,13.0161893125,-3.4089497344,16.4251390469,,,10.4831593713,,13.4350375361,,141.395085127,,10.5790423582,
2.57,115.712679,1.477806,1050.60084,-217.548661,833.052179,13.0164402969,-3.3991978281,16.415638125,,,10.0539709975,,13.3636436797,,141.4010540836,,10.5792656309,
2.58,115.630385,1.466451,1049.853664,-216.806029,833.047635,13.0163692969,-3.3875942031,16.4039635,,,9.5388677122,,13.2789411633,,141.3993655357,,10.5792024701,
2.59,115.534571,1.45391,1048.983731,-215.944625,833.039106,13.0162360313,-3.3741347656,16.3903707969,,,8.9562038566,,13.1810291814,,141.3961961913,,10.5790839187,
2.6,115.429669,1.44063,1048.031285,-214.999353,833.031932,13.0161239375,-3.3593648906,16.3754888281,,,8.3393295882,,13.0740012385,,141.3935303874,,10.5789842015,
2.61,115.322195,1.42717,1047.05549,-214.002945,833.052545,13.0164460156,-3.3437960156,16.3602420313,,,7.7301556197,,12.9616557881,,141.4011900894,,10.5792707182,
2.62,115.219292,1.414539,1046.121191,-213.098019,833.023172,13.0159870625,-3.3296565469,16.3456436094,,,7.1685389857,,12.8600450346,,141.3902752719,,10.5788624391,
2.63,115.12679,1.402985,1045.281327,-212.245532,833.035795,13.0161842969,-3.3163364375,16.3325207344,,,6.6817635389,,12.7646882246,,141.3949658457,,10.5790378964,
2.64,115.047783,1.39319,1044.563994,-211.561559,833.002435,13.0156630469,-3.3056493594,16.3213124063,,,6.2795535592,,12.6884374858,,141.3825697901,,10.5785741988,
2.65,114.982282,1.384969,1043.969284,-210.979694,832.98959,13.0154623438,-3.2965577188,16.3120200625,,,5.9555655383,,12.6237497812,,141.3777969333,,10.5783956558,
2.66,114.927918,1.378204,1043.475694,-210.488568,832.987126,13.0154238438,-3.288883875,16.3043077188,,,5.6931808736,,12.5692784632,,141.3768813863,,10.5783614066,
2.67,114.881571,1.372611,1043.05489,-210.0477,833.00719,13.0157373438,-3.2819953125,16.2977326563,,,5.4741574429,,12.5204816287,,141.3843366407,,10.5786402924,
2.68,114.840872,1.368106,1042.685367,-209.662473,833.022894,13.0159827188,-3.2759761406,16.2919588594,,,5.2853676232,,12.4779210314,,141.3901719709,,10.578858575,
2.69,114.805049,1.364719,1042.360111,-209.347859,833.012252,13.0158164375,-3.2710602969,16.2868767344,,,5.1219372766,,12.4432156448,,141.3862175777,,10.5787106532,
2.7,114.774741,1.362281,1042.08494,-209.049913,833.035027,13.0161722969,-3.2664048906,16.2825771875,,,4.9856715544,,12.4103934801,,141.3946804628,,10.5790272214,
2.71,114.751023,1.361174,1041.869594,-208.855861,833.013733,13.0158395781,-3.2633728281,16.2792124063,,,4.8803160684,,12.3890397384,,141.3867678898,,10.5787312388,
2.72,114.73448,1.361167,1041.719391,-208.699954,833.019437,13.0159287031,-3.2609367813,16.2768654844,,,4.8074980094,,12.3718968442,,141.3888874002,,10.5788105233,
2.73,114.725154,1.362406,1041.63472,-208.625876,833.008844,13.0157631875,-3.2597793125,16.2755425,,,4.7666885947,,12.3637556905,,141.3849512323,,10.5786632827,
2.74,114.72313,1.364867,1041.616335,-208.633835,832.9825,13.0153515625,-3.2599036719,16.2752552344,,,4.7578547951,,12.3646302541,,141.3751625144,,10.5782971061,
2.75,114.729064,1.368247,1041.670215,-208.642518,833.027697,13.0160577656,-3.2600393438,16.2760971094,,,4.7837770913,,12.3655844088,,141.3919567053,,10.5789253358,
2.76,114.744298,1.373228,1041.808535,-208.823163,832.985372,13.0153964375,-3.2628619219,16.2782583594,,,4.8506483107,,12.3854434169,,141.3762296554,,10.5783370264,
2.77,114.770289,1.379426,1042.044516,-209.063442,832.981074,13.0153292813,-3.2666162813,16.2819455625,,,4.9658099738,,12.411882915,,141.374632661,,10.578277285,
2.78,114.807679,1.38696,1042.383989,-209.397466,832.986523,13.0154144219,-3.2718354063,16.2872498281,,,5.1338484663,,12.4486846333,,141.3766573305,,10.5783530251,
2.79,114.855476,1.395823,1042.817958,-209.849153,832.968805,13.0151375781,-3.2788930156,16.2940305938,,,5.35272988,,12.4985367369,,141.3700739566,,10.5781067482,
2.8,114.910717,1.405564,1043.319519,-210.353125,832.966394,13.0150999063,-3.2867675781,16.3018674844,,,5.6113922432,,12.5542770519,,141.3691781273,,10.5780732358,
2.81,114.968856,1.415797,1043.847382,-210.884021,832.963361,13.0150525156,-3.2950628281,16.3101153438,,,5.8902161014,,12.613129348,,141.3680511921,,10.5780310777,
2.82,115.024576,1.42607,1044.35329,-211.408968,832.944322,13.0147550313,-3.303265125,16.3180201563,,,6.1637831078,,12.6714574875,,141.3609772035,,10.5777664392,
2.83,115.072878,1.435841,1044.791834,-211.865721,832.926113,13.0144705156,-3.3104018906,16.3248724063,,,6.4059546269,,12.7223178968,,141.354211769,,10.5775133376,
2.84,115.110171,1.444682,1045.13044,-212.199345,832.931095,13.0145483594,-3.3156147656,16.330163125,,,6.5961224669,,12.7595320097,,141.3560627823,,10.5775825865,
2.85,115.135019,1.452589,1045.356044,-212.435008,832.921036,13.0143911875,-3.319297,16.3336881875,,,6.7243737164,,12.7858518096,,141.3523254718,,10.5774427683,
2.86,115.148185,1.45953,1045.475577,-212.558133,832.917444,13.0143350625,-3.3212208281,16.3355558906,,,6.7928296156,,12.7996136943,,141.3509909158,,10.5773928402,
2.87,115.152077,1.46555,1045.510914,-212.547257,832.963657,13.0150571406,-3.3210508906,16.3361080313,,,6.8131322471,,12.7983977677,,141.368161173,,10.578035192,
2.88,115.150078,1.471316,1045.492768,-212.532196,832.960572,13.0150089375,-3.3208155625,16.3358245,,,6.8027006726,,12.7967140575,,141.367014921,,10.5779923111,
2.89,115.145815,1.477105,1045.45406,-212.534862,832.919198,13.0143624688,-3.3208572188,16.3352196875,,,6.7804813433,,12.7970120888,,141.3516425885,,10.5774172205,
2.9,115.142547,1.482901,1045.424387,-212.503471,832.920916,13.0143893125,-3.3203667344,16.3347560469,,,6.7634726991,,12.7935031186,,141.3522808875,,10.5774411003,
2.91,115.142885,1.489179,1045.427463,-212.527081,832.900382,13.0140684688,-3.3207356406,16.3348041094,,,6.7652308647,,12.7961422629,,141.3446518608,,10.5771556817,
2.92,115.148714,1.496061,1045.480383,-212.611997,832.868386,13.0135685313,-3.3220624531,16.3356309844,,,6.7955873669,,12.80563649,,141.3327647512,,10.5767109434,
2.93,115.161151,1.503637,1045.593303,-212.768329,832.824974,13.0128902188,-3.3245051406,16.3373953594,,,6.8605844532,,12.8231247536,,141.3166371842,,10.5761075249,
2.94,115.180536,1.511712,1045.769308,-212.94428,832.825028,13.0128910625,-3.327254375,16.3401454375,,,6.9625093968,,12.8428219935,,141.3166572447,,10.5761082755,
2.95,115.206333,1.520422,1046.003531,-213.189988,832.813543,13.0127116094,-3.3310935625,16.3438051719,,,7.0993137379,,12.8703536357,,141.3123907184,,10.5759486362,
2.96,115.237169,1.529577,1046.283497,-213.48184,832.801657,13.0125258906,-3.33565375,16.3481796406,,,7.2645867879,,12.9030940272,,141.3079752938,,10.5757834231,
2.97,115.271049,1.538964,1046.591107,-213.80161,832.789497,13.0123358906,-3.3406501563,16.3529860469,,,7.4483674752,,12.9390140502,,141.3034581547,,10.5756144014,
2.98,115.305524,1.548163,1046.904121,-214.083023,832.821098,13.0128296563,-3.3450472344,16.3578768906,,,7.6377322545,,12.9706667041,,141.3151972942,,10.5760536493,
2.99,115.337927,1.557146,1047.19832,-214.367672,832.830648,13.012978875,-3.349494875,16.36247375,,,7.81788297,,13.0027226737,,141.3187450241,,10.5761863924,
3,115.365669,1.565603,1047.450202,-214.620384,832.829818,13.0129659063,-3.3534435,16.3664094063,,,7.9737885014,,13.0312151867,,141.3184366856,,10.5761748556,
3.01,115.386507,1.573325,1047.639403,-214.826464,832.812939,13.0127021719,-3.3566635,16.3693656719,,,8.0919069849,,13.0544731659,,141.3121663422,,10.5759402407,
3.02,115.398972,1.580074,1047.752574,-214.950531,832.802043,13.0125319219,-3.3586020469,16.3711339688,,,8.1629789307,,13.0684852413,,141.3081186844,,10.5757887884,
3.03,115.402745,1.585901,1047.786835,-215.016656,832.770179,13.0120340469,-3.35963525,16.3716692969,,,8.184552788,,13.0759564418,,141.2962821442,,10.5753458849,
3.04,115.398847,1.590698,1047.751436,-214.984916,832.76652,13.011976875,-3.3591393125,16.3711161875,,,8.1622646731,,13.0723699992,,141.2949229649,,10.5752950255,
3.05,115.389699,1.594799,1047.668383,-214.910222,832.758161,13.0118462656,-3.3579722188,16.3698184844,,,8.1100772772,,13.0639319353,,141.2918179389,,10.575178837,
3.06,115.378991,1.598633,1047.571159,-214.853768,832.717391,13.0112092344,-3.357090125,16.3682993594,,,8.0492030309,,13.0575562233,,141.2766740435,,10.5746121418,
3.07,115.371096,1.602423,1047.499477,-214.811914,832.687563,13.0107431719,-3.3564361563,16.3671793281,,,8.0044673676,,13.0528303873,,141.2655950356,,10.5741975383,
3.08,115.37026,1.606444,1047.491884,-214.796597,832.695287,13.0108638594,-3.3561968281,16.3670606875,,,7.9997376161,,13.0511011217,,141.2684639176,,10.5743049005,
3.09,115.37977,1.611204,1047.57823,-214.898115,832.680115,13.0106267969,-3.3577830469,16.3684098438,,,8.0536238579,,13.0625644832,,141.2628286943,,10.5740940126,
3.1,115.401227,1.616648,1047.773045,-215.081903,832.691142,13.0107990938,-3.3606547344,16.3714538281,,,8.175869504,,13.0833305333,,141.2669243599,,10.5742472858,
3.11,115.434315,1.622892,1048.073469,-215.388907,832.684562,13.0106962813,-3.3654516719,16.3761479531,,,8.3661845158,,13.1180554406,,141.2644803988,,10.574155825,
3.12,115.476987,1.629739,1048.460905,-215.805538,832.655367,13.0102401094,-3.3719615313,16.3822016406,,,8.6148574513,,13.1652537509,,141.2536369695,,10.5737500201,
3.13,115.525803,1.636578,1048.904125,-216.229241,832.674884,13.0105450625,-3.3785818906,16.3891269531,,,8.9038008921,,13.2133401441,,141.2608858088,,10.5740213027,
3.14,115.576428,1.643222,1049.363764,-216.685968,832.677796,13.0105905625,-3.38571825,16.3963088125,,,9.2084860615,,13.2652726305,,141.2619673752,,10.5740617789,
3.15,115.624092,1.649281,1049.796523,-217.154188,832.642335,13.0100364844,-3.3930341875,16.4030706719,,,9.5000353808,,13.3186176691,,141.2487968376,,10.5735688778,
3.16,115.66398,1.654117,1050.158686,-217.546204,832.612482,13.0095700313,-3.3991594375,16.4087294688,,,9.747513037,,13.3633629972,,141.2377096382,,10.5731539268,
3.17,115.691631,1.657374,1050.409744,-217.843267,832.566477,13.0088512031,-3.4038010469,16.41265225,,,9.9209360299,,13.3973202148,,141.2206245488,,10.5725144662,
3.18,115.70316,1.658363,1050.514416,-217.927956,832.58646,13.0091634375,-3.4051243125,16.41428775,,,9.9936959234,,13.4070088921,,141.2280456009,,10.572792226,
3.19,115.695371,1.657171,1050.443695,-217.875268,832.568427,13.0088816719,-3.4043010625,16.4131827344,,,9.9445101606,,13.4009808142,,141.2213487084,,10.5725415708,
3.2,115.665872,1.653415,1050.17586,-217.61957,832.55629,13.0086920313,-3.4003057813,16.4089978125,,,9.7593306458,,13.3717454446,,141.2168414953,,10.5723728688,
3.21,115.613373,1.646929,1049.699206,-217.132214,832.566992,13.00885925,-3.3926908438,16.4015500938,,,9.434073801,,13.3161117428,,141.220815801,,10.5725216246,
